,epoch_9
adjunct_island,0.594
adv_order,0.655
anaphor_gender_agreement,0.491
anaphor_number_agreement,0.477
center_embedding_double_1,0.262
center_embedding_double_2,0.975
center_embedding_single_1,0.042
center_embedding_single_2,0.997
complex_np_island,0.403
coordinate_structure_constrain_object_extraction,0.279
determiner_noun_agreement_1,0.457
determiner_noun_agreement_2,0.58
determiner_noun_agreement_adj_1,0.512
determiner_noun_agreement_adj_2,0.6
ellipsis,0.123
green_ideas,0.501
intransitive,0.427
left_branch_island_simple_question,0.416
matrix_question_npi_licensor_present,0.714
npi_present,0.469
only_npi_licensor_present,0.023
only_npi_scope,0.378
pp_order,0.565
principle_A_c_command,0.531
principle_A_domain_1,0.998
principle_A_domain_2,0.484
principle_A_domain_3,0.507
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.57
recursion_poss_ditransitive_medium,0.6
recursion_poss_ditransitive_short,0.607
recursion_poss_transitive_long,0.79
recursion_poss_transitive_medium,0.808
recursion_poss_transitive_short,0.895
recursion_pp_is_long,0.464
recursion_pp_is_medium,0.469
recursion_pp_is_short,0.74
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,0.998
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.687
sentential_negation_npi_scope,0.506
subj_aux_agreement_question_vary_aux,0.583
subj_aux_agreement_question_vary_subj,0.495
subj_aux_vary_subj,0.527
subj_aux_vary_verb,0.463
subj_aux_vary_verb_pp,0.504
subj_aux_vary_verb_rc,0.514
subj_verb_vary_verb,0.388
svo_vos,0.369
swapped_ditransitive_1,0.9
swapped_ditransitive_2,0.766
transitive,0.741
wh_island,0.833
wh_questions_object_gap,0.492
wh_questions_object_gap_long_distance,0.455
wh_questions_subject_gap,0.725
wh_questions_subject_gap_long_distance,0.681
wh_vs_that_no_gap,0.999
wh_vs_that_no_gap_long_distance,0.999
wh_vs_that_with_gap,0.0
wh_vs_that_with_gap_long_distance,0.0
