,epoch_5
adjunct_island,0.687
adv_order,0.869
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.502
center_embedding_double_1,0.327
center_embedding_double_2,0.93
center_embedding_single_1,0.107
center_embedding_single_2,0.99
complex_np_island,0.535
coordinate_structure_constrain_object_extraction,0.618
determiner_noun_agreement_1,0.481
determiner_noun_agreement_2,0.593
determiner_noun_agreement_adj_1,0.519
determiner_noun_agreement_adj_2,0.602
ellipsis,0.727
green_ideas,0.454
intransitive,0.611
left_branch_island_simple_question,0.427
matrix_question_npi_licensor_present,0.541
npi_present,0.397
only_npi_licensor_present,0.886
only_npi_scope,0.92
pp_order,0.789
principle_A_c_command,0.508
principle_A_domain_1,1.0
principle_A_domain_2,0.509
principle_A_domain_3,0.489
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.531
recursion_poss_ditransitive_medium,0.566
recursion_poss_ditransitive_short,0.666
recursion_poss_transitive_long,0.92
recursion_poss_transitive_medium,0.906
recursion_poss_transitive_short,0.961
recursion_pp_is_long,0.205
recursion_pp_is_medium,0.417
recursion_pp_is_short,0.619
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,0.974
sentential_negation_npi_licensor_present,0.358
sentential_negation_npi_scope,0.32
subj_aux_agreement_question_vary_aux,0.752
subj_aux_agreement_question_vary_subj,0.492
subj_aux_vary_subj,0.547
subj_aux_vary_verb,0.679
subj_aux_vary_verb_pp,0.472
subj_aux_vary_verb_rc,0.481
subj_verb_vary_verb,0.431
svo_vos,0.484
swapped_ditransitive_1,0.871
swapped_ditransitive_2,0.911
transitive,0.796
wh_island,0.935
wh_questions_object_gap,0.178
wh_questions_object_gap_long_distance,0.17
wh_questions_subject_gap,0.842
wh_questions_subject_gap_long_distance,0.877
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.268
wh_vs_that_with_gap_long_distance,0.301
