,best
adjunct_island,0.914
adv_order,0.556
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.502
center_embedding_double_1,0.417
center_embedding_double_2,0.871
center_embedding_single_1,0.427
center_embedding_single_2,0.808
complex_np_island,0.53
coordinate_structure_constrain_object_extraction,0.481
determiner_noun_agreement_1,0.489
determiner_noun_agreement_2,0.623
determiner_noun_agreement_adj_1,0.522
determiner_noun_agreement_adj_2,0.569
ellipsis,0.312
green_ideas,0.523
intransitive,0.679
left_branch_island_simple_question,0.006
matrix_question_npi_licensor_present,0.742
npi_present,0.454
only_npi_licensor_present,1.0
only_npi_scope,0.618
pp_order,0.82
principle_A_c_command,0.479
principle_A_domain_1,1.0
principle_A_domain_2,0.524
principle_A_domain_3,0.482
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.552
recursion_poss_ditransitive_medium,0.59
recursion_poss_ditransitive_short,0.617
recursion_poss_transitive_long,0.952
recursion_poss_transitive_medium,0.914
recursion_poss_transitive_short,0.752
recursion_pp_is_long,0.068
recursion_pp_is_medium,0.003
recursion_pp_is_short,0.001
recursion_pp_verb_long,0.821
recursion_pp_verb_medium,0.984
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.345
sentential_negation_npi_scope,0.693
subj_aux_agreement_question_vary_aux,0.66
subj_aux_agreement_question_vary_subj,0.488
subj_aux_vary_subj,0.625
subj_aux_vary_verb,0.692
subj_aux_vary_verb_pp,0.439
subj_aux_vary_verb_rc,0.435
subj_verb_vary_verb,0.464
svo_vos,0.161
swapped_ditransitive_1,0.741
swapped_ditransitive_2,0.738
transitive,0.839
wh_island,0.989
wh_questions_object_gap,0.038
wh_questions_object_gap_long_distance,0.075
wh_questions_subject_gap,0.798
wh_questions_subject_gap_long_distance,0.892
wh_vs_that_no_gap,0.778
wh_vs_that_no_gap_long_distance,0.799
wh_vs_that_with_gap,0.61
wh_vs_that_with_gap_long_distance,0.607
