,best
adjunct_island,0.64
adv_order,0.531
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.494
center_embedding_double_1,0.485
center_embedding_double_2,0.838
center_embedding_single_1,0.45
center_embedding_single_2,0.796
complex_np_island,0.352
coordinate_structure_constrain_object_extraction,0.287
determiner_noun_agreement_1,0.465
determiner_noun_agreement_2,0.551
determiner_noun_agreement_adj_1,0.516
determiner_noun_agreement_adj_2,0.557
ellipsis,0.122
green_ideas,0.484
intransitive,0.523
left_branch_island_simple_question,0.029
matrix_question_npi_licensor_present,0.044
npi_present,0.487
only_npi_licensor_present,0.788
only_npi_scope,0.157
pp_order,0.71
principle_A_c_command,0.49
principle_A_domain_1,1.0
principle_A_domain_2,0.509
principle_A_domain_3,0.477
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.63
recursion_poss_ditransitive_medium,0.657
recursion_poss_ditransitive_short,0.659
recursion_poss_transitive_long,0.712
recursion_poss_transitive_medium,0.738
recursion_poss_transitive_short,0.774
recursion_pp_is_long,0.068
recursion_pp_is_medium,0.001
recursion_pp_is_short,0.0
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.467
sentential_negation_npi_scope,0.599
subj_aux_agreement_question_vary_aux,0.494
subj_aux_agreement_question_vary_subj,0.492
subj_aux_vary_subj,0.545
subj_aux_vary_verb,0.688
subj_aux_vary_verb_pp,0.481
subj_aux_vary_verb_rc,0.473
subj_verb_vary_verb,0.463
svo_vos,0.645
swapped_ditransitive_1,0.804
swapped_ditransitive_2,0.7
transitive,0.818
wh_island,0.914
wh_questions_object_gap,0.09
wh_questions_object_gap_long_distance,0.078
wh_questions_subject_gap,0.853
wh_questions_subject_gap_long_distance,0.907
wh_vs_that_no_gap,0.981
wh_vs_that_no_gap_long_distance,0.956
wh_vs_that_with_gap,0.325
wh_vs_that_with_gap_long_distance,0.285
