,best
adjunct_island,0.748
adv_order,0.723
wh_vs_that_with_gap,0.137
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.514
recursion_pp_verb_long,0.892
center_embedding_double_1,0.454
recursion_pp_verb_medium,0.989
center_embedding_double_2,0.921
recursion_pp_verb_short,1.0
center_embedding_single_1,0.328
subj_aux_vary_verb_rc,0.514
center_embedding_single_2,0.876
complex_np_island,0.633
recursion_poss_transitive_medium,0.972
coordinate_structure_constrain_object_extraction,0.361
subj_aux_vary_verb_pp,0.498
determiner_noun_agreement_1,0.488
subj_verb_vary_verb,0.46
determiner_noun_agreement_2,0.582
svo_vos,0.664
determiner_noun_agreement_adj_1,0.518
swapped_ditransitive_1,0.893
determiner_noun_agreement_adj_2,0.596
ellipsis,0.154
green_ideas,0.466
intransitive,0.62
recursion_poss_transitive_short,0.994
left_branch_island_simple_question,0.118
recursion_pp_is_long,0.372
matrix_question_npi_licensor_present,0.6
npi_present,0.471
swapped_ditransitive_2,0.89
only_npi_licensor_present,0.88
only_npi_scope,0.567
pp_order,0.882
principle_A_c_command,0.499
principle_A_domain_1,1.0
principle_A_domain_2,0.516
principle_A_domain_3,0.489
transitive,0.876
recursion_intensifier_adj_long,1.0
wh_island,0.965
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.111
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.16
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.151
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.853
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.877
recursion_poss_ditransitive_long,0.691
recursion_pp_is_medium,0.519
recursion_poss_ditransitive_medium,0.705
recursion_pp_is_short,0.68
recursion_poss_ditransitive_short,0.743
wh_vs_that_no_gap,1.0
recursion_poss_transitive_long,0.988
subj_aux_agreement_question_vary_subj,0.49
sentential_negation_npi_licensor_present,0.147
wh_vs_that_no_gap_long_distance,1.0
sentential_negation_npi_scope,0.415
subj_aux_vary_subj,0.543
subj_aux_agreement_question_vary_aux,0.624
subj_aux_vary_verb,0.628
