,best
adjunct_island,0.489
adv_order,0.476
anaphor_gender_agreement,0.501
anaphor_number_agreement,0.498
center_embedding_double_1,0.419
center_embedding_double_2,0.916
center_embedding_single_1,0.307
center_embedding_single_2,0.915
complex_np_island,0.436
coordinate_structure_constrain_object_extraction,0.352
determiner_noun_agreement_1,0.526
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.518
determiner_noun_agreement_adj_2,0.602
ellipsis,0.136
green_ideas,0.491
intransitive,0.476
left_branch_island_simple_question,0.258
matrix_question_npi_licensor_present,0.363
npi_present,0.272
only_npi_licensor_present,1.0
only_npi_scope,0.976
pp_order,0.414
principle_A_c_command,0.491
principle_A_domain_1,0.916
principle_A_domain_2,0.489
principle_A_domain_3,0.481
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.535
recursion_poss_ditransitive_medium,0.556
recursion_poss_ditransitive_short,0.573
recursion_poss_transitive_long,0.705
recursion_poss_transitive_medium,0.793
recursion_poss_transitive_short,0.941
recursion_pp_is_long,0.054
recursion_pp_is_medium,0.091
recursion_pp_is_short,0.066
recursion_pp_verb_long,0.015
recursion_pp_verb_medium,0.325
recursion_pp_verb_short,0.892
sentential_negation_npi_licensor_present,0.936
sentential_negation_npi_scope,0.441
subj_aux_agreement_question_vary_aux,0.404
subj_aux_agreement_question_vary_subj,0.485
subj_aux_vary_subj,0.487
subj_aux_vary_verb,0.465
subj_aux_vary_verb_pp,0.499
subj_aux_vary_verb_rc,0.505
subj_verb_vary_verb,0.384
svo_vos,0.43
swapped_ditransitive_1,0.932
swapped_ditransitive_2,0.784
transitive,0.745
wh_island,0.737
wh_questions_object_gap,0.253
wh_questions_object_gap_long_distance,0.165
wh_questions_subject_gap,0.541
wh_questions_subject_gap_long_distance,0.5
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.983
wh_vs_that_with_gap,0.288
wh_vs_that_with_gap_long_distance,0.552
