,best
adjunct_island,0.854
adv_order,0.446
wh_vs_that_with_gap,0.575
anaphor_gender_agreement,0.529
anaphor_number_agreement,0.588
recursion_pp_verb_long,0.747
center_embedding_double_1,0.415
recursion_pp_verb_medium,0.91
center_embedding_double_2,0.946
recursion_pp_verb_short,0.942
center_embedding_single_1,0.486
subj_aux_vary_verb_rc,0.322
center_embedding_single_2,0.875
complex_np_island,0.409
recursion_poss_transitive_medium,0.751
coordinate_structure_constrain_object_extraction,0.452
subj_aux_vary_verb_pp,0.149
determiner_noun_agreement_1,0.773
subj_verb_vary_verb,0.636
determiner_noun_agreement_2,0.777
svo_vos,0.615
determiner_noun_agreement_adj_1,0.662
swapped_ditransitive_1,0.953
determiner_noun_agreement_adj_2,0.648
ellipsis,0.661
green_ideas,0.555
intransitive,0.719
recursion_poss_transitive_short,0.881
left_branch_island_simple_question,0.081
recursion_pp_is_long,0.012
matrix_question_npi_licensor_present,0.178
npi_present,0.439
swapped_ditransitive_2,0.885
only_npi_licensor_present,0.965
only_npi_scope,0.119
pp_order,0.354
principle_A_c_command,0.495
principle_A_domain_1,1.0
principle_A_domain_2,0.574
principle_A_domain_3,0.47
transitive,0.886
recursion_intensifier_adj_long,1.0
wh_island,0.923
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.167
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.51
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.232
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.82
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.801
recursion_poss_ditransitive_long,0.615
recursion_pp_is_medium,0.005
recursion_poss_ditransitive_medium,0.524
recursion_pp_is_short,0.122
recursion_poss_ditransitive_short,0.525
wh_vs_that_no_gap,0.862
recursion_poss_transitive_long,0.689
subj_aux_agreement_question_vary_subj,0.519
sentential_negation_npi_licensor_present,0.108
wh_vs_that_no_gap_long_distance,0.74
sentential_negation_npi_scope,0.411
subj_aux_vary_subj,0.703
subj_aux_agreement_question_vary_aux,0.585
subj_aux_vary_verb,0.888
