,best
adjunct_island,0.502
adv_order,0.82
anaphor_gender_agreement,0.501
anaphor_number_agreement,0.496
center_embedding_double_1,0.589
center_embedding_double_2,0.925
center_embedding_single_1,0.393
center_embedding_single_2,0.923
complex_np_island,0.561
coordinate_structure_constrain_object_extraction,0.75
determiner_noun_agreement_1,0.464
determiner_noun_agreement_2,0.571
determiner_noun_agreement_adj_1,0.523
determiner_noun_agreement_adj_2,0.589
ellipsis,0.276
green_ideas,0.463
intransitive,0.5
left_branch_island_simple_question,0.578
matrix_question_npi_licensor_present,0.008
npi_present,0.476
only_npi_licensor_present,0.895
only_npi_scope,0.02
pp_order,0.918
principle_A_c_command,0.484
principle_A_domain_1,0.999
principle_A_domain_2,0.511
principle_A_domain_3,0.475
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.795
recursion_poss_ditransitive_medium,0.813
recursion_poss_ditransitive_short,0.801
recursion_poss_transitive_long,0.968
recursion_poss_transitive_medium,0.952
recursion_poss_transitive_short,0.963
recursion_pp_is_long,0.808
recursion_pp_is_medium,0.205
recursion_pp_is_short,0.193
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.493
sentential_negation_npi_scope,0.591
subj_aux_agreement_question_vary_aux,0.575
subj_aux_agreement_question_vary_subj,0.501
subj_aux_vary_subj,0.571
subj_aux_vary_verb,0.684
subj_aux_vary_verb_pp,0.498
subj_aux_vary_verb_rc,0.509
subj_verb_vary_verb,0.427
svo_vos,0.769
swapped_ditransitive_1,0.782
swapped_ditransitive_2,0.754
transitive,0.814
wh_island,0.896
wh_questions_object_gap,0.287
wh_questions_object_gap_long_distance,0.234
wh_questions_subject_gap,0.814
wh_questions_subject_gap_long_distance,0.644
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.998
wh_vs_that_with_gap,0.231
wh_vs_that_with_gap_long_distance,0.259
