,best
adjunct_island,0.86
adv_order,0.747
wh_vs_that_with_gap,0.354
anaphor_gender_agreement,0.517
anaphor_number_agreement,0.556
recursion_pp_verb_long,0.873
center_embedding_double_1,0.46
recursion_pp_verb_medium,0.957
center_embedding_double_2,0.968
recursion_pp_verb_short,0.998
center_embedding_single_1,0.455
subj_aux_vary_verb_rc,0.446
center_embedding_single_2,0.97
complex_np_island,0.571
recursion_poss_transitive_medium,0.987
coordinate_structure_constrain_object_extraction,0.196
subj_aux_vary_verb_pp,0.439
determiner_noun_agreement_1,0.622
subj_verb_vary_verb,0.525
determiner_noun_agreement_2,0.657
svo_vos,0.678
determiner_noun_agreement_adj_1,0.551
swapped_ditransitive_1,0.851
determiner_noun_agreement_adj_2,0.62
ellipsis,0.347
green_ideas,0.471
intransitive,0.578
recursion_poss_transitive_short,1.0
left_branch_island_simple_question,0.228
recursion_pp_is_long,0.45
matrix_question_npi_licensor_present,0.156
npi_present,0.44
swapped_ditransitive_2,0.735
only_npi_licensor_present,1.0
only_npi_scope,0.456
pp_order,0.783
principle_A_c_command,0.512
principle_A_domain_1,1.0
principle_A_domain_2,0.52
principle_A_domain_3,0.492
transitive,0.87
recursion_intensifier_adj_long,1.0
wh_island,0.929
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.1
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.398
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.112
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.789
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.79
recursion_poss_ditransitive_long,0.898
recursion_pp_is_medium,0.519
recursion_poss_ditransitive_medium,0.912
recursion_pp_is_short,0.647
recursion_poss_ditransitive_short,0.895
wh_vs_that_no_gap,0.986
recursion_poss_transitive_long,0.991
subj_aux_agreement_question_vary_subj,0.516
sentential_negation_npi_licensor_present,0.012
wh_vs_that_no_gap_long_distance,0.961
sentential_negation_npi_scope,0.385
subj_aux_vary_subj,0.725
subj_aux_agreement_question_vary_aux,0.64
subj_aux_vary_verb,0.789
