,best
adjunct_island,0.624
adv_order,0.726
anaphor_gender_agreement,0.501
anaphor_number_agreement,0.487
center_embedding_double_1,0.506
center_embedding_double_2,0.964
center_embedding_single_1,0.33
center_embedding_single_2,0.979
complex_np_island,0.617
coordinate_structure_constrain_object_extraction,0.728
determiner_noun_agreement_1,0.474
determiner_noun_agreement_2,0.592
determiner_noun_agreement_adj_1,0.517
determiner_noun_agreement_adj_2,0.588
ellipsis,0.415
green_ideas,0.434
intransitive,0.626
left_branch_island_simple_question,0.555
matrix_question_npi_licensor_present,0.011
npi_present,0.41
only_npi_licensor_present,0.994
only_npi_scope,0.204
pp_order,0.854
principle_A_c_command,0.496
principle_A_domain_1,1.0
principle_A_domain_2,0.509
principle_A_domain_3,0.47
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.693
recursion_poss_ditransitive_medium,0.704
recursion_poss_ditransitive_short,0.72
recursion_poss_transitive_long,0.956
recursion_poss_transitive_medium,0.915
recursion_poss_transitive_short,0.957
recursion_pp_is_long,0.555
recursion_pp_is_medium,0.213
recursion_pp_is_short,0.392
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.515
sentential_negation_npi_scope,0.644
subj_aux_agreement_question_vary_aux,0.518
subj_aux_agreement_question_vary_subj,0.493
subj_aux_vary_subj,0.568
subj_aux_vary_verb,0.721
subj_aux_vary_verb_pp,0.477
subj_aux_vary_verb_rc,0.49
subj_verb_vary_verb,0.429
svo_vos,0.666
swapped_ditransitive_1,0.731
swapped_ditransitive_2,0.713
transitive,0.811
wh_island,0.922
wh_questions_object_gap,0.187
wh_questions_object_gap_long_distance,0.207
wh_questions_subject_gap,0.753
wh_questions_subject_gap_long_distance,0.622
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.998
wh_vs_that_with_gap,0.358
wh_vs_that_with_gap_long_distance,0.365
