,best
adjunct_island,0.859
adv_order,0.548
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.505
center_embedding_double_1,0.407
center_embedding_double_2,0.92
center_embedding_single_1,0.383
center_embedding_single_2,0.863
complex_np_island,0.533
coordinate_structure_constrain_object_extraction,0.41
determiner_noun_agreement_1,0.469
determiner_noun_agreement_2,0.577
determiner_noun_agreement_adj_1,0.51
determiner_noun_agreement_adj_2,0.585
ellipsis,0.255
green_ideas,0.509
intransitive,0.672
left_branch_island_simple_question,0.013
matrix_question_npi_licensor_present,0.574
npi_present,0.472
only_npi_licensor_present,1.0
only_npi_scope,0.503
pp_order,0.922
principle_A_c_command,0.468
principle_A_domain_1,1.0
principle_A_domain_2,0.526
principle_A_domain_3,0.481
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.539
recursion_poss_ditransitive_medium,0.583
recursion_poss_ditransitive_short,0.64
recursion_poss_transitive_long,0.98
recursion_poss_transitive_medium,0.878
recursion_poss_transitive_short,0.714
recursion_pp_is_long,0.086
recursion_pp_is_medium,0.003
recursion_pp_is_short,0.0
recursion_pp_verb_long,0.243
recursion_pp_verb_medium,0.795
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.339
sentential_negation_npi_scope,0.499
subj_aux_agreement_question_vary_aux,0.647
subj_aux_agreement_question_vary_subj,0.483
subj_aux_vary_subj,0.585
subj_aux_vary_verb,0.655
subj_aux_vary_verb_pp,0.456
subj_aux_vary_verb_rc,0.457
subj_verb_vary_verb,0.455
svo_vos,0.26
swapped_ditransitive_1,0.755
swapped_ditransitive_2,0.733
transitive,0.827
wh_island,0.96
wh_questions_object_gap,0.035
wh_questions_object_gap_long_distance,0.073
wh_questions_subject_gap,0.836
wh_questions_subject_gap_long_distance,0.917
wh_vs_that_no_gap,0.859
wh_vs_that_no_gap_long_distance,0.841
wh_vs_that_with_gap,0.524
wh_vs_that_with_gap_long_distance,0.514
