,best
adjunct_island,0.663
adv_order,0.503
anaphor_gender_agreement,0.498
anaphor_number_agreement,0.464
center_embedding_double_1,0.864
center_embedding_double_2,0.474
center_embedding_single_1,0.899
center_embedding_single_2,0.396
complex_np_island,0.421
coordinate_structure_constrain_object_extraction,0.345
determiner_noun_agreement_1,0.519
determiner_noun_agreement_2,0.525
determiner_noun_agreement_adj_1,0.521
determiner_noun_agreement_adj_2,0.51
ellipsis,0.357
green_ideas,0.419
intransitive,0.329
left_branch_island_simple_question,0.292
matrix_question_npi_licensor_present,0.701
npi_present,0.884
only_npi_licensor_present,1.0
only_npi_scope,1.0
pp_order,0.436
principle_A_c_command,0.47
principle_A_domain_1,0.663
principle_A_domain_2,0.516
principle_A_domain_3,0.491
recursion_intensifier_adj_long,0.826
recursion_intensifier_adj_medium,0.692
recursion_intensifier_adj_short,0.24
recursion_intensifier_adv_long,0.203
recursion_intensifier_adv_medium,0.383
recursion_intensifier_adv_short,0.798
recursion_poss_ditransitive_long,0.275
recursion_poss_ditransitive_medium,0.293
recursion_poss_ditransitive_short,0.298
recursion_poss_transitive_long,0.497
recursion_poss_transitive_medium,0.487
recursion_poss_transitive_short,0.598
recursion_pp_is_long,0.676
recursion_pp_is_medium,0.764
recursion_pp_is_short,0.838
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.0
recursion_pp_verb_short,0.0
sentential_negation_npi_licensor_present,0.968
sentential_negation_npi_scope,0.28
subj_aux_agreement_question_vary_aux,0.47
subj_aux_agreement_question_vary_subj,0.497
subj_aux_vary_subj,0.48
subj_aux_vary_verb,0.582
subj_aux_vary_verb_pp,0.508
subj_aux_vary_verb_rc,0.497
subj_verb_vary_verb,0.486
svo_vos,0.321
swapped_ditransitive_1,0.573
swapped_ditransitive_2,0.484
transitive,0.705
wh_island,0.955
wh_questions_object_gap,0.256
wh_questions_object_gap_long_distance,0.207
wh_questions_subject_gap,0.649
wh_questions_subject_gap_long_distance,0.64
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.562
wh_vs_that_with_gap_long_distance,0.593
