,best
adjunct_island,0.813
adv_order,0.457
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.47
center_embedding_double_1,0.455
center_embedding_double_2,0.867
center_embedding_single_1,0.376
center_embedding_single_2,0.793
complex_np_island,0.399
coordinate_structure_constrain_object_extraction,0.46
determiner_noun_agreement_1,0.492
determiner_noun_agreement_2,0.635
determiner_noun_agreement_adj_1,0.516
determiner_noun_agreement_adj_2,0.584
ellipsis,0.283
green_ideas,0.509
intransitive,0.626
left_branch_island_simple_question,0.053
matrix_question_npi_licensor_present,0.034
npi_present,0.472
only_npi_licensor_present,0.483
only_npi_scope,0.151
pp_order,0.388
principle_A_c_command,0.494
principle_A_domain_1,1.0
principle_A_domain_2,0.5
principle_A_domain_3,0.477
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.614
recursion_poss_ditransitive_medium,0.647
recursion_poss_ditransitive_short,0.706
recursion_poss_transitive_long,0.755
recursion_poss_transitive_medium,0.761
recursion_poss_transitive_short,0.806
recursion_pp_is_long,0.0
recursion_pp_is_medium,0.0
recursion_pp_is_short,0.0
recursion_pp_verb_long,0.998
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,0.936
sentential_negation_npi_licensor_present,0.391
sentential_negation_npi_scope,0.564
subj_aux_agreement_question_vary_aux,0.414
subj_aux_agreement_question_vary_subj,0.488
subj_aux_vary_subj,0.569
subj_aux_vary_verb,0.794
subj_aux_vary_verb_pp,0.436
subj_aux_vary_verb_rc,0.458
subj_verb_vary_verb,0.487
svo_vos,0.602
swapped_ditransitive_1,0.82
swapped_ditransitive_2,0.766
transitive,0.817
wh_island,0.994
wh_questions_object_gap,0.046
wh_questions_object_gap_long_distance,0.045
wh_questions_subject_gap,0.747
wh_questions_subject_gap_long_distance,0.802
wh_vs_that_no_gap,0.918
wh_vs_that_no_gap_long_distance,0.836
wh_vs_that_with_gap,0.556
wh_vs_that_with_gap_long_distance,0.573
