,best
agreement_determiner_noun-across_1_adjective,0.507
agreement_determiner_noun-between_neighbors,0.5685
agreement_subject_verb-across_prepositional_phrase,0.5085
agreement_subject_verb-across_relative_clause,0.53
agreement_subject_verb-in_question_with_aux,0.5005
agreement_subject_verb-in_simple_question,0.5055
anaphor_agreement-pronoun_gender,0.501
argument_structure-dropped_argument,0.794
argument_structure-swapped_arguments,0.9975
argument_structure-transitive,0.6715
binding-principle_a,0.384
case-subjective_pronoun,0.999
ellipsis-n_bar,0.5265
filler-gap-wh_question_object,0.2185
filler-gap-wh_question_subject,0.927
irregular-verb,0.6965
island-effects-adjunct_island,0.4055
island-effects-coordinate_structure_constraint,0.636
local_attractor-in_question_with_aux,0.59
npi_licensing-matrix_question,0.138
npi_licensing-only_npi_licensor,0.537
quantifiers-existential_there,0.771
quantifiers-superlative,0.5035
