,best
agreement_determiner_noun-across_1_adjective,0.512
agreement_determiner_noun-between_neighbors,0.527
agreement_subject_verb-across_prepositional_phrase,0.496
agreement_subject_verb-across_relative_clause,0.495
agreement_subject_verb-in_question_with_aux,0.4925
agreement_subject_verb-in_simple_question,0.5035
anaphor_agreement-pronoun_gender,0.4635
argument_structure-dropped_argument,0.8625
argument_structure-swapped_arguments,0.741
argument_structure-transitive,0.5205
binding-principle_a,0.4515
case-subjective_pronoun,0.4135
ellipsis-n_bar,0.486
filler-gap-wh_question_object,0.1005
filler-gap-wh_question_subject,0.9945
irregular-verb,0.5265
island-effects-adjunct_island,0.674
island-effects-coordinate_structure_constraint,0.3245
local_attractor-in_question_with_aux,0.61
npi_licensing-matrix_question,0.3785
npi_licensing-only_npi_licensor,0.9865
quantifiers-existential_there,0.6215
quantifiers-superlative,0.2845
