,best
agreement_determiner_noun-across_1_adjective,0.5295
agreement_determiner_noun-between_neighbors,0.5675
agreement_subject_verb-across_prepositional_phrase,0.5135
agreement_subject_verb-across_relative_clause,0.5065
agreement_subject_verb-in_question_with_aux,0.5005
agreement_subject_verb-in_simple_question,0.5165
anaphor_agreement-pronoun_gender,0.5275
argument_structure-dropped_argument,0.7635
argument_structure-swapped_arguments,0.9935
argument_structure-transitive,0.678
binding-principle_a,0.436
case-subjective_pronoun,0.996
ellipsis-n_bar,0.305
filler-gap-wh_question_object,0.469
filler-gap-wh_question_subject,0.994
irregular-verb,0.6835
island-effects-adjunct_island,0.46
island-effects-coordinate_structure_constraint,0.7975
local_attractor-in_question_with_aux,0.5805
npi_licensing-matrix_question,0.3295
npi_licensing-only_npi_licensor,0.732
quantifiers-existential_there,0.8245
quantifiers-superlative,0.2105
