,best
agreement_determiner_noun-across_1_adjective,0.5105
agreement_determiner_noun-between_neighbors,0.506
agreement_subject_verb-across_prepositional_phrase,0.4975
agreement_subject_verb-across_relative_clause,0.4965
agreement_subject_verb-in_question_with_aux,0.5095
agreement_subject_verb-in_simple_question,0.489
anaphor_agreement-pronoun_gender,0.5055
argument_structure-dropped_argument,0.805
argument_structure-swapped_arguments,0.5415
argument_structure-transitive,0.605
binding-principle_a,0.4605
case-subjective_pronoun,0.533
ellipsis-n_bar,0.5985
filler-gap-wh_question_object,0.9905
filler-gap-wh_question_subject,1.0
irregular-verb,0.4945
island-effects-adjunct_island,0.829
island-effects-coordinate_structure_constraint,0.321
local_attractor-in_question_with_aux,0.5895
npi_licensing-matrix_question,0.2855
npi_licensing-only_npi_licensor,0.0
quantifiers-existential_there,0.535
quantifiers-superlative,0.5185
