,best
agreement_determiner_noun-across_1_adjective,0.4985
agreement_determiner_noun-between_neighbors,0.4935
agreement_subject_verb-across_prepositional_phrase,0.4975
agreement_subject_verb-across_relative_clause,0.4965
agreement_subject_verb-in_question_with_aux,0.499
agreement_subject_verb-in_simple_question,0.4805
anaphor_agreement-pronoun_gender,0.5005
argument_structure-dropped_argument,0.572
argument_structure-swapped_arguments,0.14
argument_structure-transitive,0.53
binding-principle_a,0.504
case-subjective_pronoun,0.11
ellipsis-n_bar,0.605
filler-gap-wh_question_object,0.903
filler-gap-wh_question_subject,0.3165
irregular-verb,0.498
island-effects-adjunct_island,0.24
island-effects-coordinate_structure_constraint,0.6775
local_attractor-in_question_with_aux,0.483
npi_licensing-matrix_question,0.661
npi_licensing-only_npi_licensor,0.0395
quantifiers-existential_there,0.423
quantifiers-superlative,0.6215
