,best
agreement_determiner_noun-across_1_adjective,0.5135
agreement_determiner_noun-between_neighbors,0.537
agreement_subject_verb-across_prepositional_phrase,0.504
agreement_subject_verb-across_relative_clause,0.5155
agreement_subject_verb-in_question_with_aux,0.4985
agreement_subject_verb-in_simple_question,0.504
anaphor_agreement-pronoun_gender,0.5235
argument_structure-dropped_argument,0.9135
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.638
binding-principle_a,0.408
case-subjective_pronoun,1.0
ellipsis-n_bar,0.192
filler-gap-wh_question_object,0.3895
filler-gap-wh_question_subject,0.731
irregular-verb,0.592
island-effects-adjunct_island,0.6455
island-effects-coordinate_structure_constraint,0.463
local_attractor-in_question_with_aux,0.5385
npi_licensing-matrix_question,0.157
npi_licensing-only_npi_licensor,0.205
quantifiers-existential_there,0.733
quantifiers-superlative,0.483
