,best
agreement_determiner_noun-across_1_adjective,0.5055
agreement_determiner_noun-between_neighbors,0.4975
agreement_subject_verb-across_prepositional_phrase,0.4995
agreement_subject_verb-across_relative_clause,0.498
agreement_subject_verb-in_question_with_aux,0.4985
agreement_subject_verb-in_simple_question,0.4885
anaphor_agreement-pronoun_gender,0.548
argument_structure-dropped_argument,0.867
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5015
binding-principle_a,0.47
case-subjective_pronoun,0.9975
ellipsis-n_bar,0.2565
filler-gap-wh_question_object,0.1085
filler-gap-wh_question_subject,1.0
irregular-verb,0.4955
island-effects-adjunct_island,0.4425
island-effects-coordinate_structure_constraint,0.455
local_attractor-in_question_with_aux,0.8105
npi_licensing-matrix_question,0.68
npi_licensing-only_npi_licensor,0.918
quantifiers-existential_there,0.727
quantifiers-superlative,0.0055
