,best
agreement_determiner_noun-across_1_adjective,0.505
agreement_determiner_noun-between_neighbors,0.5
agreement_subject_verb-across_prepositional_phrase,0.5085
agreement_subject_verb-across_relative_clause,0.498
agreement_subject_verb-in_question_with_aux,0.5015
agreement_subject_verb-in_simple_question,0.4935
anaphor_agreement-pronoun_gender,0.546
argument_structure-dropped_argument,0.7555
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.4985
binding-principle_a,0.462
case-subjective_pronoun,1.0
ellipsis-n_bar,0.447
filler-gap-wh_question_object,0.505
filler-gap-wh_question_subject,1.0
irregular-verb,0.472
island-effects-adjunct_island,0.5625
island-effects-coordinate_structure_constraint,0.1145
local_attractor-in_question_with_aux,0.8445
npi_licensing-matrix_question,0.509
npi_licensing-only_npi_licensor,0.3545
quantifiers-existential_there,0.678
quantifiers-superlative,0.509
