,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 1723.8670654296875), (1, 1717.783447265625)]","[(0, 9190.7138671875), (1, 4846.123046875)]","[(0, 2971.18896484375), (1, 2544.4384765625)]","[(0, 2891.680419921875), (1, 4154.37255859375)]","[(0, 2533.396240234375), (1, 2602.790283203125)]","[(0, 3274.57275390625), (1, 2342.081298828125)]","[(0, 90575.109375), (1, 54161.0546875)]","[(0, 8808.8759765625), (1, 1908.346923828125)]","[(0, 30994.796875), (1, 5960.7421875)]","[(0, 462335.1875), (1, 305426.71875)]","[(0, 6880.3828125), (1, 11051.1875)]","[(0, 15331.7333984375), (1, 2735.295654296875)]","[(0, 16145.873046875), (1, 18585.681640625)]","[(0, 4234.99365234375), (1, 4486.89208984375)]","[(0, 7325.4287109375), (1, 3916.097900390625)]","[(0, 4910.01806640625), (1, 4347.1904296875)]","[(0, 4046.8828125), (1, 3228.023193359375)]","[(0, 7112.39013671875), (1, 6116.84375)]","[(0, 3017.227294921875), (1, 3385.45654296875)]","[(0, 3890.2275390625), (1, 2340.28076171875)]","[(0, 15704.658203125), (1, 16073.572265625)]","[(0, 3476.173828125), (1, 2664.784423828125)]","[(0, 2178.478271484375), (1, 1860.8134765625)]"
1,"[(0, 5238.6591796875), (1, 4509.55078125)]","[(0, 6985.50146484375), (1, 3751.617431640625)]","[(0, 3563.50634765625), (1, 3095.333984375)]","[(0, 2503.230712890625), (1, 3645.518798828125)]","[(0, 1894.6575927734375), (1, 1531.5650634765625)]","[(0, 1766.221435546875), (1, 1283.321044921875)]","[(0, 6662.18701171875), (1, 10865.1103515625)]","[(0, 21232.541015625), (1, 3413.030517578125)]","[(0, 12736.833984375), (1, 2136.703369140625)]","[(0, 501501.75), (1, 578877.6875)]","[(0, 16607.49609375), (1, 21063.08984375)]","[(0, 13415.623046875), (1, 2177.676513671875)]","[(0, 16526.85546875), (1, 21477.49609375)]","[(0, 4224.44140625), (1, 4007.004638671875)]","[(0, 7640.95263671875), (1, 4686.642578125)]","[(0, 2078.91455078125), (1, 2410.104736328125)]","[(0, 2069.063720703125), (1, 1779.2357177734375)]","[(0, 4619.51318359375), (1, 6640.658203125)]","[(0, 22459.955078125), (1, 21011.908203125)]","[(0, 3064.408447265625), (1, 4023.109619140625)]","[(0, 6297.11376953125), (1, 6587.99951171875)]","[(0, 4691.3779296875), (1, 3527.03515625)]","[(0, 6960.8896484375), (1, 5934.96142578125)]"
2,"[(0, 2393.683349609375), (1, 2039.4642333984375)]","[(0, 12247.5146484375), (1, 6257.26171875)]","[(0, 3527.68115234375), (1, 3239.19580078125)]","[(0, 2759.43310546875), (1, 4115.27978515625)]","[(0, 1095.7550048828125), (1, 892.2573852539062)]","[(0, 1618.9583740234375), (1, 904.8194580078125)]","[(0, 8090.3046875), (1, 5561.74267578125)]","[(0, 12223.220703125), (1, 8025.35546875)]","[(0, 20044.4453125), (1, 2288.38671875)]","[(0, 303034.53125), (1, 541763.6875)]","[(0, 9845.810546875), (1, 6923.02099609375)]","[(0, 30196.3515625), (1, 3550.053466796875)]","[(0, 13547.6767578125), (1, 15416.3173828125)]","[(0, 2738.82080078125), (1, 2542.472412109375)]","[(0, 12165.1328125), (1, 6209.52099609375)]","[(0, 7628.04296875), (1, 5561.51953125)]","[(0, 10754.6904296875), (1, 9477.802734375)]","[(0, 2378.530517578125), (1, 2020.4150390625)]","[(0, 3190.382080078125), (1, 2873.0283203125)]","[(0, 40158.4765625), (1, 11612.2578125)]","[(0, 8674.7890625), (1, 7691.5009765625)]","[(0, 3803.613037109375), (1, 3523.112060546875)]","[(0, 3149.993896484375), (1, 3407.482421875)]"
3,"[(0, 3025.442138671875), (1, 3061.05517578125)]","[(0, 9285.6162109375), (1, 4878.5732421875)]","[(0, 4233.697265625), (1, 3872.201904296875)]","[(0, 2213.46484375), (1, 3439.865234375)]","[(0, 9510.2705078125), (1, 9250.888671875)]","[(0, 7651.39404296875), (1, 3199.8857421875)]","[(0, 11507.9443359375), (1, 15551.5185546875)]","[(0, 14298.39453125), (1, 3655.7890625)]","[(0, 32630.181640625), (1, 3650.779296875)]","[(0, 594692.1875), (1, 517171.0)]","[(0, 19169.73046875), (1, 15205.6181640625)]","[(0, 15866.2783203125), (1, 3637.042236328125)]","[(0, 16212.2041015625), (1, 18896.3046875)]","[(0, 2988.341552734375), (1, 3148.06884765625)]","[(0, 10752.4755859375), (1, 6844.02294921875)]","[(0, 3114.527587890625), (1, 4235.10693359375)]","[(0, 5882.29833984375), (1, 5558.359375)]","[(0, 3050.6513671875), (1, 4446.78955078125)]","[(0, 10254.390625), (1, 6175.26904296875)]","[(0, 18721.50390625), (1, 81416.328125)]","[(0, 6358.3583984375), (1, 5563.42431640625)]","[(0, 4546.38525390625), (1, 3719.852783203125)]","[(0, 3838.629150390625), (1, 5836.6552734375)]"
4,"[(0, 1891.7021484375), (1, 1826.810546875)]","[(0, 13647.4755859375), (1, 18246.84765625)]","[(0, 3258.603759765625), (1, 3921.464599609375)]","[(0, 2290.998291015625), (1, 3542.2109375)]","[(0, 6759.9150390625), (1, 5871.35791015625)]","[(0, 1430.073974609375), (1, 756.9854125976562)]","[(0, 27374.16015625), (1, 24623.130859375)]","[(0, 27070.67578125), (1, 7528.26025390625)]","[(0, 16460.318359375), (1, 3614.055908203125)]","[(0, 79707.3828125), (1, 35080.8984375)]","[(0, 6291.134765625), (1, 5558.84716796875)]","[(0, 29489.486328125), (1, 2873.2734375)]","[(0, 4012.920654296875), (1, 4461.15478515625)]","[(0, 2384.9345703125), (1, 3042.582763671875)]","[(0, 8405.7607421875), (1, 5914.03955078125)]","[(0, 5622.00830078125), (1, 3121.333984375)]","[(0, 6314.51708984375), (1, 7519.951171875)]","[(0, 2507.028076171875), (1, 2247.358154296875)]","[(0, 2718.71875), (1, 2405.44677734375)]","[(0, 40115.98828125), (1, 16164.7001953125)]","[(0, 2789.962890625), (1, 2502.66015625)]","[(0, 3038.381103515625), (1, 2580.189208984375)]","[(0, 6413.099609375), (1, 8164.55810546875)]"
5,"[(0, 5885.373046875), (1, 5215.6435546875)]","[(0, 11085.65234375), (1, 14331.568359375)]","[(0, 3101.503662109375), (1, 3536.894287109375)]","[(0, 2467.118896484375), (1, 3900.759765625)]","[(0, 5950.84765625), (1, 5898.53271484375)]","[(0, 1926.7061767578125), (1, 886.9840698242188)]","[(0, 5792.6533203125), (1, 6832.25830078125)]","[(0, 50092.453125), (1, 21174.384765625)]","[(0, 23091.244140625), (1, 3296.377197265625)]","[(0, 568153.5), (1, 309712.03125)]","[(0, 11798.3876953125), (1, 11943.0537109375)]","[(0, 21193.173828125), (1, 3427.97412109375)]","[(0, 9782.6611328125), (1, 10884.4521484375)]","[(0, 4011.615966796875), (1, 4641.7431640625)]","[(0, 6280.5244140625), (1, 5162.8447265625)]","[(0, 1980.1011962890625), (1, 2179.105712890625)]","[(0, 3189.761474609375), (1, 3663.205322265625)]","[(0, 3484.17578125), (1, 2286.953369140625)]","[(0, 28285.96875), (1, 25831.634765625)]","[(0, 7030.51416015625), (1, 138731.515625)]","[(0, 2054.679931640625), (1, 1908.701904296875)]","[(0, 4912.94580078125), (1, 3450.418212890625)]","[(0, 1524.76416015625), (1, 1475.22314453125)]"
6,"[(0, 2687.549560546875), (1, 2340.569580078125)]","[(0, 14281.224609375), (1, 18886.521484375)]","[(0, 4136.15283203125), (1, 4644.1123046875)]","[(0, 1759.307861328125), (1, 2889.446044921875)]","[(0, 2439.7578125), (1, 2435.494384765625)]","[(0, 1374.3526611328125), (1, 653.465576171875)]","[(0, 18157.13671875), (1, 16062.40234375)]","[(0, 18678.470703125), (1, 5355.19873046875)]","[(0, 19532.650390625), (1, 1306.0751953125)]","[(0, 448908.375), (1, 834637.0625)]","[(0, 4838.09716796875), (1, 4495.44091796875)]","[(0, 35019.26171875), (1, 6947.47265625)]","[(0, 7705.53125), (1, 7056.76513671875)]","[(0, 8243.1396484375), (1, 10117.4443359375)]","[(0, 12207.7265625), (1, 8267.20703125)]","[(0, 10204.5595703125), (1, 8324.6767578125)]","[(0, 9041.798828125), (1, 6714.5478515625)]","[(0, 5909.34326171875), (1, 5241.3427734375)]","[(0, 9745.349609375), (1, 8615.4775390625)]","[(0, 55005.2578125), (1, 26124.169921875)]","[(0, 9473.6455078125), (1, 9727.4111328125)]","[(0, 4458.26318359375), (1, 2591.339111328125)]","[(0, 3903.383544921875), (1, 3047.377197265625)]"
7,"[(0, 2919.908935546875), (1, 2888.51220703125)]","[(0, 11668.607421875), (1, 14695.8818359375)]","[(0, 4000.078369140625), (1, 4392.095703125)]","[(0, 4754.09033203125), (1, 3233.196044921875)]","[(0, 1280.095947265625), (1, 1685.65380859375)]","[(0, 3089.4033203125), (1, 2497.95556640625)]","[(0, 11478.361328125), (1, 13063.4736328125)]","[(0, 31772.150390625), (1, 2420.68701171875)]","[(0, 24939.673828125), (1, 2354.92822265625)]","[(0, 165162.75), (1, 276595.03125)]","[(0, 9641.37109375), (1, 8929.8134765625)]","[(0, 10377.43359375), (1, 1981.131591796875)]","[(0, 6373.01318359375), (1, 7840.85400390625)]","[(0, 12716.5283203125), (1, 18148.689453125)]","[(0, 10122.115234375), (1, 7022.345703125)]","[(0, 6343.14990234375), (1, 7797.7744140625)]","[(0, 5112.09130859375), (1, 3717.1220703125)]","[(0, 3000.610107421875), (1, 4622.3994140625)]","[(0, 8796.3095703125), (1, 5181.5048828125)]","[(0, 61650.16015625), (1, 210320.484375)]","[(0, 5956.89501953125), (1, 5568.03662109375)]","[(0, 6439.63720703125), (1, 3312.900634765625)]","[(0, 9903.9345703125), (1, 14978.6884765625)]"
8,"[(0, 2595.839599609375), (1, 2307.9091796875)]","[(0, 14435.7646484375), (1, 14185.2841796875)]","[(0, 4138.1767578125), (1, 6380.96142578125)]","[(0, 3802.281982421875), (1, 2568.55322265625)]","[(0, 693.9287719726562), (1, 841.2140502929688)]","[(0, 1863.136962890625), (1, 1494.6702880859375)]","[(0, 4241.80078125), (1, 3508.326171875)]","[(0, 31455.9140625), (1, 13404.943359375)]","[(0, 14771.279296875), (1, 1664.7757568359375)]","[(0, 14565.7021484375), (1, 17747.45703125)]","[(0, 2723.903076171875), (1, 3244.20703125)]","[(0, 22702.2890625), (1, 4975.923828125)]","[(0, 20011.5546875), (1, 23394.47265625)]","[(0, 5525.2275390625), (1, 6065.15673828125)]","[(0, 12571.0615234375), (1, 5303.82421875)]","[(0, 18295.478515625), (1, 15449.625)]","[(0, 4036.341064453125), (1, 3845.76708984375)]","[(0, 1736.568359375), (1, 1421.3375244140625)]","[(0, 2069.245361328125), (1, 2374.553955078125)]","[(0, 12499.990234375), (1, 6186.25048828125)]","[(0, 4886.17236328125), (1, 4699.45654296875)]","[(0, 3900.715087890625), (1, 3984.689208984375)]","[(0, 2949.0048828125), (1, 2788.4970703125)]"
9,"[(0, 10541.9296875), (1, 9200.123046875)]","[(0, 11642.130859375), (1, 11591.9658203125)]","[(0, 5355.009765625), (1, 8230.0615234375)]","[(0, 4341.6513671875), (1, 2850.63623046875)]","[(0, 7202.62109375), (1, 7384.50244140625)]","[(0, 2363.72021484375), (1, 1284.017578125)]","[(0, 2696.703857421875), (1, 3064.262451171875)]","[(0, 18607.478515625), (1, 4120.4755859375)]","[(0, 13709.203125), (1, 2343.024169921875)]","[(0, 93103.96875), (1, 122459.328125)]","[(0, 2836.96044921875), (1, 3232.628662109375)]","[(0, 23666.4921875), (1, 4090.652099609375)]","[(0, 27642.451171875), (1, 32136.279296875)]","[(0, 9963.8271484375), (1, 10200.900390625)]","[(0, 8904.845703125), (1, 4350.93603515625)]","[(0, 9256.201171875), (1, 11732.6025390625)]","[(0, 2116.4501953125), (1, 1842.15185546875)]","[(0, 2128.110107421875), (1, 2991.620849609375)]","[(0, 3141.04248046875), (1, 3071.237060546875)]","[(0, 5790.4384765625), (1, 15010.892578125)]","[(0, 2783.863037109375), (1, 2445.02392578125)]","[(0, 4393.18505859375), (1, 4534.68896484375)]","[(0, 5685.740234375), (1, 4996.3134765625)]"
