,best
agreement_determiner_noun-across_1_adjective,0.5065
agreement_determiner_noun-between_neighbors,0.4975
agreement_subject_verb-across_prepositional_phrase,0.5015
agreement_subject_verb-across_relative_clause,0.4965
agreement_subject_verb-in_question_with_aux,0.4985
agreement_subject_verb-in_simple_question,0.4955
anaphor_agreement-pronoun_gender,0.553
argument_structure-dropped_argument,0.874
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5085
binding-principle_a,0.475
case-subjective_pronoun,0.995
ellipsis-n_bar,0.2645
filler-gap-wh_question_object,0.1235
filler-gap-wh_question_subject,1.0
irregular-verb,0.493
island-effects-adjunct_island,0.4625
island-effects-coordinate_structure_constraint,0.449
local_attractor-in_question_with_aux,0.8045
npi_licensing-matrix_question,0.679
npi_licensing-only_npi_licensor,0.901
quantifiers-existential_there,0.7345
quantifiers-superlative,0.0245
