,best
agreement_determiner_noun-across_1_adjective,0.508
agreement_determiner_noun-between_neighbors,0.504
agreement_subject_verb-across_prepositional_phrase,0.497
agreement_subject_verb-across_relative_clause,0.486
agreement_subject_verb-in_question_with_aux,0.493
agreement_subject_verb-in_simple_question,0.497
anaphor_agreement-pronoun_gender,0.494
argument_structure-dropped_argument,0.706
argument_structure-swapped_arguments,0.4755
argument_structure-transitive,0.669
binding-principle_a,0.4955
case-subjective_pronoun,0.4465
ellipsis-n_bar,0.584
filler-gap-wh_question_object,0.68
filler-gap-wh_question_subject,0.9975
irregular-verb,0.4805
island-effects-adjunct_island,0.8675
island-effects-coordinate_structure_constraint,0.317
local_attractor-in_question_with_aux,0.5725
npi_licensing-matrix_question,0.311
npi_licensing-only_npi_licensor,0.0
quantifiers-existential_there,0.566
quantifiers-superlative,0.9195
