,best
agreement_determiner_noun-across_1_adjective,0.518
agreement_determiner_noun-between_neighbors,0.5075
agreement_subject_verb-across_prepositional_phrase,0.503
agreement_subject_verb-across_relative_clause,0.499
agreement_subject_verb-in_question_with_aux,0.494
agreement_subject_verb-in_simple_question,0.497
anaphor_agreement-pronoun_gender,0.4915
argument_structure-dropped_argument,0.604
argument_structure-swapped_arguments,0.927
argument_structure-transitive,0.483
binding-principle_a,0.6465
case-subjective_pronoun,0.9315
ellipsis-n_bar,0.4955
filler-gap-wh_question_object,0.18
filler-gap-wh_question_subject,1.0
irregular-verb,0.4815
island-effects-adjunct_island,0.91
island-effects-coordinate_structure_constraint,0.247
local_attractor-in_question_with_aux,0.6055
npi_licensing-matrix_question,0.7425
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.647
quantifiers-superlative,0.612
