,best
agreement_determiner_noun-across_1_adjective,0.5305
agreement_determiner_noun-between_neighbors,0.594
agreement_subject_verb-across_prepositional_phrase,0.51
agreement_subject_verb-across_relative_clause,0.528
agreement_subject_verb-in_question_with_aux,0.4985
agreement_subject_verb-in_simple_question,0.511
anaphor_agreement-pronoun_gender,0.526
argument_structure-dropped_argument,0.8705
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.626
binding-principle_a,0.4885
case-subjective_pronoun,1.0
ellipsis-n_bar,0.666
filler-gap-wh_question_object,0.602
filler-gap-wh_question_subject,0.953
irregular-verb,0.752
island-effects-adjunct_island,0.474
island-effects-coordinate_structure_constraint,0.485
local_attractor-in_question_with_aux,0.655
npi_licensing-matrix_question,0.7215
npi_licensing-only_npi_licensor,0.801
quantifiers-existential_there,0.799
quantifiers-superlative,0.2395
