,best
agreement_determiner_noun-across_1_adjective,0.504
agreement_determiner_noun-between_neighbors,0.508
agreement_subject_verb-across_prepositional_phrase,0.4955
agreement_subject_verb-across_relative_clause,0.4985
agreement_subject_verb-in_question_with_aux,0.5155
agreement_subject_verb-in_simple_question,0.5005
anaphor_agreement-pronoun_gender,0.5605
argument_structure-dropped_argument,0.7295
argument_structure-swapped_arguments,0.993
argument_structure-transitive,0.5115
binding-principle_a,0.453
case-subjective_pronoun,0.991
ellipsis-n_bar,0.72
filler-gap-wh_question_object,0.9255
filler-gap-wh_question_subject,1.0
irregular-verb,0.509
island-effects-adjunct_island,0.727
island-effects-coordinate_structure_constraint,0.3095
local_attractor-in_question_with_aux,0.725
npi_licensing-matrix_question,0.3585
npi_licensing-only_npi_licensor,0.0
quantifiers-existential_there,0.686
quantifiers-superlative,0.509
