,best
agreement_determiner_noun-across_1_adjective,0.509
agreement_determiner_noun-between_neighbors,0.52
agreement_subject_verb-across_prepositional_phrase,0.4865
agreement_subject_verb-across_relative_clause,0.4905
agreement_subject_verb-in_question_with_aux,0.501
agreement_subject_verb-in_simple_question,0.502
anaphor_agreement-pronoun_gender,0.5125
argument_structure-dropped_argument,0.8295
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.482
binding-principle_a,0.376
case-subjective_pronoun,0.999
ellipsis-n_bar,0.644
filler-gap-wh_question_object,0.6315
filler-gap-wh_question_subject,0.999
irregular-verb,0.4975
island-effects-adjunct_island,0.493
island-effects-coordinate_structure_constraint,0.2725
local_attractor-in_question_with_aux,0.8105
npi_licensing-matrix_question,0.4425
npi_licensing-only_npi_licensor,0.383
quantifiers-existential_there,0.736
quantifiers-superlative,0.509
