,best
agreement_determiner_noun-across_1_adjective,0.496
agreement_determiner_noun-between_neighbors,0.516
agreement_subject_verb-across_prepositional_phrase,0.49
agreement_subject_verb-across_relative_clause,0.5
agreement_subject_verb-in_question_with_aux,0.4895
agreement_subject_verb-in_simple_question,0.5035
anaphor_agreement-pronoun_gender,0.484
argument_structure-dropped_argument,0.835
argument_structure-swapped_arguments,0.4485
argument_structure-transitive,0.598
binding-principle_a,0.5375
case-subjective_pronoun,0.4835
ellipsis-n_bar,0.5385
filler-gap-wh_question_object,0.982
filler-gap-wh_question_subject,1.0
irregular-verb,0.4945
island-effects-adjunct_island,0.801
island-effects-coordinate_structure_constraint,0.3015
local_attractor-in_question_with_aux,0.392
npi_licensing-matrix_question,0.295
npi_licensing-only_npi_licensor,0.0
quantifiers-existential_there,0.4485
quantifiers-superlative,0.491
