,best
agreement_determiner_noun-across_1_adjective,0.5405
agreement_determiner_noun-between_neighbors,0.571
agreement_subject_verb-across_prepositional_phrase,0.517
agreement_subject_verb-across_relative_clause,0.5055
agreement_subject_verb-in_question_with_aux,0.4905
agreement_subject_verb-in_simple_question,0.5005
anaphor_agreement-pronoun_gender,0.523
argument_structure-dropped_argument,0.867
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.602
binding-principle_a,0.5205
case-subjective_pronoun,1.0
ellipsis-n_bar,0.2485
filler-gap-wh_question_object,0.2295
filler-gap-wh_question_subject,0.8905
irregular-verb,0.5875
island-effects-adjunct_island,0.7035
island-effects-coordinate_structure_constraint,0.4395
local_attractor-in_question_with_aux,0.595
npi_licensing-matrix_question,0.4965
npi_licensing-only_npi_licensor,0.642
quantifiers-existential_there,0.7405
quantifiers-superlative,0.5025
