,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 1510.39013671875), (1, 1233.3917236328125)]","[(0, 3697.8525390625), (1, 3184.928466796875)]","[(0, 2611.587158203125), (1, 2123.795654296875)]","[(0, 3566.929931640625), (1, 2512.068359375)]","[(0, 1244.7813720703125), (1, 970.7059936523438)]","[(0, 1654.622802734375), (1, 863.1435546875)]","[(0, 20315.64453125), (1, 16772.96875)]","[(0, 4913.4423828125), (1, 2115.025634765625)]","[(0, 11783.76953125), (1, 6193.29248046875)]","[(0, 119247.0234375), (1, 90274.8359375)]","[(0, 4411.13671875), (1, 5947.041015625)]","[(0, 7774.5625), (1, 2718.5361328125)]","[(0, 12849.8837890625), (1, 11080.2509765625)]","[(0, 2291.075927734375), (1, 2584.357177734375)]","[(0, 4272.1552734375), (1, 2315.923583984375)]","[(0, 3453.18017578125), (1, 3575.478515625)]","[(0, 2911.857177734375), (1, 2464.72705078125)]","[(0, 4615.4833984375), (1, 3344.279296875)]","[(0, 1330.042236328125), (1, 1878.684814453125)]","[(0, 1716.900634765625), (1, 1294.4190673828125)]","[(0, 8648.1826171875), (1, 8572.3271484375)]","[(0, 2110.107666015625), (1, 1810.6884765625)]","[(0, 1462.328125), (1, 1131.1781005859375)]"
1,"[(0, 2926.0498046875), (1, 3161.50830078125)]","[(0, 2937.359375), (1, 2333.047119140625)]","[(0, 2500.749267578125), (1, 2014.7984619140625)]","[(0, 2028.42431640625), (1, 1413.700927734375)]","[(0, 1021.8065795898438), (1, 772.764892578125)]","[(0, 1535.5064697265625), (1, 822.6470336914062)]","[(0, 5778.58349609375), (1, 6770.01220703125)]","[(0, 4089.649658203125), (1, 3173.788330078125)]","[(0, 4798.31396484375), (1, 1979.8538818359375)]","[(0, 54539.9453125), (1, 44109.03125)]","[(0, 8955.0576171875), (1, 11320.3818359375)]","[(0, 5821.63427734375), (1, 1353.4866943359375)]","[(0, 10119.7880859375), (1, 11400.978515625)]","[(0, 2351.4384765625), (1, 3506.870849609375)]","[(0, 5573.48779296875), (1, 3119.35205078125)]","[(0, 1998.8751220703125), (1, 2513.014892578125)]","[(0, 1742.548828125), (1, 1556.6402587890625)]","[(0, 3003.93701171875), (1, 3670.825439453125)]","[(0, 14799.240234375), (1, 17528.685546875)]","[(0, 2142.808837890625), (1, 1957.569091796875)]","[(0, 2280.24365234375), (1, 2315.142822265625)]","[(0, 3057.8984375), (1, 2676.621337890625)]","[(0, 5495.42138671875), (1, 4364.271484375)]"
2,"[(0, 1452.487060546875), (1, 1668.3087158203125)]","[(0, 2993.118896484375), (1, 2348.708984375)]","[(0, 2847.779052734375), (1, 2272.22265625)]","[(0, 2258.153076171875), (1, 1637.463623046875)]","[(0, 904.0095825195312), (1, 657.4332885742188)]","[(0, 1190.195068359375), (1, 625.2633056640625)]","[(0, 3265.563232421875), (1, 2536.017578125)]","[(0, 3827.198974609375), (1, 3513.683349609375)]","[(0, 9400.0107421875), (1, 2650.095458984375)]","[(0, 77220.796875), (1, 85326.34375)]","[(0, 5081.1494140625), (1, 4954.50634765625)]","[(0, 6208.95849609375), (1, 2569.250244140625)]","[(0, 8443.755859375), (1, 8881.962890625)]","[(0, 2367.586181640625), (1, 1883.19873046875)]","[(0, 5793.9296875), (1, 3254.560302734375)]","[(0, 3230.705322265625), (1, 2105.685302734375)]","[(0, 6692.00048828125), (1, 6727.02734375)]","[(0, 2387.8759765625), (1, 1623.2803955078125)]","[(0, 1908.11962890625), (1, 2090.008056640625)]","[(0, 5328.6416015625), (1, 7494.5849609375)]","[(0, 4224.7919921875), (1, 4334.61328125)]","[(0, 2641.51513671875), (1, 2300.77587890625)]","[(0, 1605.5186767578125), (1, 1794.5650634765625)]"
3,"[(0, 2537.819091796875), (1, 2110.882568359375)]","[(0, 2321.974365234375), (1, 1714.807861328125)]","[(0, 2682.7265625), (1, 2125.644775390625)]","[(0, 2433.14599609375), (1, 1775.131591796875)]","[(0, 4503.45654296875), (1, 3507.462890625)]","[(0, 4641.60205078125), (1, 2129.114990234375)]","[(0, 1958.7381591796875), (1, 2386.775390625)]","[(0, 4609.48779296875), (1, 2411.194580078125)]","[(0, 9820.1259765625), (1, 2311.1611328125)]","[(0, 57877.63671875), (1, 55075.59375)]","[(0, 9806.6025390625), (1, 8966.576171875)]","[(0, 8058.37939453125), (1, 2393.25537109375)]","[(0, 6708.0068359375), (1, 7304.59814453125)]","[(0, 2337.625244140625), (1, 2198.232421875)]","[(0, 7526.142578125), (1, 4272.1962890625)]","[(0, 1594.381103515625), (1, 2000.509521484375)]","[(0, 4133.32958984375), (1, 4287.02392578125)]","[(0, 2823.249755859375), (1, 3054.794189453125)]","[(0, 6960.17236328125), (1, 4802.10400390625)]","[(0, 4686.42822265625), (1, 26867.181640625)]","[(0, 2996.2890625), (1, 2852.21728515625)]","[(0, 2625.40673828125), (1, 2269.546875)]","[(0, 1971.007080078125), (1, 2676.581787109375)]"
4,"[(0, 1838.8677978515625), (1, 1503.4359130859375)]","[(0, 3573.545654296875), (1, 4340.57470703125)]","[(0, 2294.326171875), (1, 2927.201171875)]","[(0, 2407.620361328125), (1, 1752.17578125)]","[(0, 3506.566650390625), (1, 2774.96875)]","[(0, 1022.642578125), (1, 604.0609130859375)]","[(0, 9810.6533203125), (1, 6945.90283203125)]","[(0, 5164.40576171875), (1, 3338.931640625)]","[(0, 7872.44287109375), (1, 2710.394775390625)]","[(0, 19676.087890625), (1, 12678.783203125)]","[(0, 4702.92626953125), (1, 4722.65283203125)]","[(0, 7979.5341796875), (1, 2796.506591796875)]","[(0, 4539.30126953125), (1, 4458.78173828125)]","[(0, 1684.042236328125), (1, 2101.110595703125)]","[(0, 4544.65087890625), (1, 4611.62060546875)]","[(0, 5626.13818359375), (1, 3887.98388671875)]","[(0, 4023.017578125), (1, 4008.311767578125)]","[(0, 1820.6173095703125), (1, 1628.536865234375)]","[(0, 1680.3057861328125), (1, 1733.6527099609375)]","[(0, 5822.26171875), (1, 6411.6259765625)]","[(0, 1856.8612060546875), (1, 1799.1317138671875)]","[(0, 2203.03515625), (1, 1697.931884765625)]","[(0, 3143.39794921875), (1, 4687.18310546875)]"
5,"[(0, 2285.11865234375), (1, 2443.55908203125)]","[(0, 2755.02587890625), (1, 3620.6484375)]","[(0, 2091.882568359375), (1, 2696.062255859375)]","[(0, 3304.3212890625), (1, 2330.6064453125)]","[(0, 3254.95458984375), (1, 2239.841552734375)]","[(0, 1583.73583984375), (1, 835.2437133789062)]","[(0, 4489.82421875), (1, 5048.91162109375)]","[(0, 7460.3486328125), (1, 4328.9208984375)]","[(0, 10163.9130859375), (1, 3080.818115234375)]","[(0, 65997.0546875), (1, 55574.13671875)]","[(0, 6903.13720703125), (1, 6957.345703125)]","[(0, 6281.97412109375), (1, 2410.3046875)]","[(0, 5078.97412109375), (1, 4996.97119140625)]","[(0, 3091.75830078125), (1, 3511.000244140625)]","[(0, 4669.7734375), (1, 5154.16162109375)]","[(0, 1857.4757080078125), (1, 1876.520751953125)]","[(0, 2581.42724609375), (1, 2453.876220703125)]","[(0, 2591.420654296875), (1, 2365.45458984375)]","[(0, 15721.83203125), (1, 16153.712890625)]","[(0, 4186.7607421875), (1, 22284.74609375)]","[(0, 1226.9697265625), (1, 1161.4705810546875)]","[(0, 2793.579833984375), (1, 2209.419677734375)]","[(0, 897.9266967773438), (1, 904.5826416015625)]"
6,"[(0, 1149.9896240234375), (1, 1319.74658203125)]","[(0, 4267.82275390625), (1, 4985.3857421875)]","[(0, 2902.225830078125), (1, 3637.947509765625)]","[(0, 1754.895751953125), (1, 1231.5494384765625)]","[(0, 910.8856811523438), (1, 1151.69580078125)]","[(0, 1377.11572265625), (1, 737.6921997070312)]","[(0, 4969.86279296875), (1, 4775.87548828125)]","[(0, 8474.677734375), (1, 2982.68994140625)]","[(0, 8102.203125), (1, 2482.15673828125)]","[(0, 59201.65234375), (1, 112618.7421875)]","[(0, 3698.3603515625), (1, 3807.8486328125)]","[(0, 14463.5185546875), (1, 5791.4990234375)]","[(0, 4186.60107421875), (1, 5496.0029296875)]","[(0, 4711.32568359375), (1, 5979.30859375)]","[(0, 7556.63720703125), (1, 5686.7216796875)]","[(0, 6810.33544921875), (1, 6058.60107421875)]","[(0, 4867.30419921875), (1, 4844.810546875)]","[(0, 3590.49267578125), (1, 3825.91796875)]","[(0, 4285.83447265625), (1, 2948.799560546875)]","[(0, 5007.21826171875), (1, 7046.01220703125)]","[(0, 3281.91650390625), (1, 3264.681884765625)]","[(0, 2783.75439453125), (1, 1967.051513671875)]","[(0, 2461.787109375), (1, 2129.690673828125)]"
7,"[(0, 2911.30859375), (1, 2412.26416015625)]","[(0, 3257.8115234375), (1, 4151.240234375)]","[(0, 2667.116943359375), (1, 3363.8232421875)]","[(0, 2931.18896484375), (1, 4016.7265625)]","[(0, 688.7049560546875), (1, 882.9961547851562)]","[(0, 2079.55419921875), (1, 1190.7711181640625)]","[(0, 2951.610107421875), (1, 3222.40966796875)]","[(0, 9930.009765625), (1, 2040.8592529296875)]","[(0, 10790.185546875), (1, 1775.842041015625)]","[(0, 32416.26171875), (1, 32982.43359375)]","[(0, 5016.763671875), (1, 5352.283203125)]","[(0, 6116.826171875), (1, 2140.6826171875)]","[(0, 3394.023193359375), (1, 4620.3369140625)]","[(0, 9262.7529296875), (1, 9488.5380859375)]","[(0, 5834.49560546875), (1, 4565.9248046875)]","[(0, 4411.57421875), (1, 5471.14697265625)]","[(0, 3007.47705078125), (1, 3090.039794921875)]","[(0, 2289.2783203125), (1, 3465.23779296875)]","[(0, 4796.11279296875), (1, 2976.8359375)]","[(0, 7172.94677734375), (1, 22190.416015625)]","[(0, 2188.656982421875), (1, 2003.350341796875)]","[(0, 2620.8212890625), (1, 1947.255615234375)]","[(0, 4017.9677734375), (1, 6090.98046875)]"
8,"[(0, 1837.9630126953125), (1, 2093.859375)]","[(0, 4611.5458984375), (1, 5616.57421875)]","[(0, 3710.375244140625), (1, 3110.458251953125)]","[(0, 1606.7763671875), (1, 2241.423828125)]","[(0, 611.6160888671875), (1, 829.6516723632812)]","[(0, 2239.188232421875), (1, 1298.799560546875)]","[(0, 3587.173095703125), (1, 3102.675048828125)]","[(0, 9452.5732421875), (1, 4515.0244140625)]","[(0, 7073.94091796875), (1, 2239.699462890625)]","[(0, 5806.69140625), (1, 5282.97509765625)]","[(0, 1784.6490478515625), (1, 2237.78125)]","[(0, 5340.3935546875), (1, 2495.5791015625)]","[(0, 13626.5634765625), (1, 15594.26171875)]","[(0, 1771.3031005859375), (1, 2171.114501953125)]","[(0, 5280.36572265625), (1, 3619.947509765625)]","[(0, 7900.466796875), (1, 7351.6875)]","[(0, 2782.258544921875), (1, 2849.353271484375)]","[(0, 1807.2493896484375), (1, 1953.357177734375)]","[(0, 1493.5538330078125), (1, 1996.6431884765625)]","[(0, 3340.64208984375), (1, 3998.74365234375)]","[(0, 2338.462158203125), (1, 2358.8203125)]","[(0, 1701.481689453125), (1, 2026.2965087890625)]","[(0, 1271.78125), (1, 1509.082763671875)]"
9,"[(0, 3965.97216796875), (1, 3553.765869140625)]","[(0, 3707.124755859375), (1, 4307.806640625)]","[(0, 5051.16552734375), (1, 4253.71044921875)]","[(0, 1808.776123046875), (1, 2411.453125)]","[(0, 2946.546630859375), (1, 3733.42578125)]","[(0, 1845.3880615234375), (1, 966.7980346679688)]","[(0, 3157.239013671875), (1, 3785.21240234375)]","[(0, 8055.8896484375), (1, 3630.06298828125)]","[(0, 5447.11474609375), (1, 2669.6884765625)]","[(0, 18874.51171875), (1, 19386.0625)]","[(0, 1796.8076171875), (1, 2010.166259765625)]","[(0, 5165.11474609375), (1, 2103.24169921875)]","[(0, 14620.7021484375), (1, 16587.1875)]","[(0, 2966.392822265625), (1, 3293.951171875)]","[(0, 6367.51513671875), (1, 4553.296875)]","[(0, 5532.41455078125), (1, 5669.23193359375)]","[(0, 1778.4349365234375), (1, 1823.184326171875)]","[(0, 2580.040283203125), (1, 3073.311279296875)]","[(0, 2795.28125), (1, 2330.410888671875)]","[(0, 2535.3671875), (1, 4595.94677734375)]","[(0, 1613.35595703125), (1, 1498.64111328125)]","[(0, 2174.173583984375), (1, 2648.18310546875)]","[(0, 2843.1630859375), (1, 2197.14453125)]"
