,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 463.2662048339844), (1, 314.8167724609375)]","[(0, 966.1080932617188), (1, 913.4998168945312)]","[(0, 972.2680053710938), (1, 904.8160400390625)]","[(0, 1758.708251953125), (1, 1303.50927734375)]","[(0, 632.2061157226562), (1, 547.8524169921875)]","[(0, 454.87335205078125), (1, 156.99229431152344)]","[(0, 7946.14404296875), (1, 6929.22998046875)]","[(0, 1170.7647705078125), (1, 628.3408813476562)]","[(0, 3323.663330078125), (1, 2893.8583984375)]","[(0, 11362.3916015625), (1, 7841.609375)]","[(0, 3700.914794921875), (1, 4952.1728515625)]","[(0, 2853.448486328125), (1, 1079.1893310546875)]","[(0, 5518.908203125), (1, 7416.615234375)]","[(0, 1316.355224609375), (1, 1808.939208984375)]","[(0, 3464.348876953125), (1, 2115.318115234375)]","[(0, 1210.4716796875), (1, 1065.04296875)]","[(0, 3086.325927734375), (1, 2538.1806640625)]","[(0, 1869.0748291015625), (1, 2002.3876953125)]","[(0, 1158.015380859375), (1, 1233.5811767578125)]","[(0, 1198.5836181640625), (1, 1112.3719482421875)]","[(0, 3677.205810546875), (1, 4278.1533203125)]","[(0, 1328.9600830078125), (1, 1267.514404296875)]","[(0, 699.3453369140625), (1, 612.253662109375)]"
1,"[(0, 1329.81005859375), (1, 1228.76904296875)]","[(0, 910.3506469726562), (1, 842.7520751953125)]","[(0, 923.0834350585938), (1, 864.24560546875)]","[(0, 708.6394653320312), (1, 520.6796875)]","[(0, 597.8267211914062), (1, 434.27874755859375)]","[(0, 366.2085876464844), (1, 116.63105773925781)]","[(0, 5087.4189453125), (1, 5314.19775390625)]","[(0, 1092.26611328125), (1, 755.2615966796875)]","[(0, 1483.6434326171875), (1, 915.1535034179688)]","[(0, 13141.9716796875), (1, 9911.2001953125)]","[(0, 4259.2353515625), (1, 4805.55859375)]","[(0, 2254.564697265625), (1, 916.6868896484375)]","[(0, 5525.43310546875), (1, 5461.1484375)]","[(0, 1535.9208984375), (1, 2131.43310546875)]","[(0, 4087.322021484375), (1, 2449.27734375)]","[(0, 1271.85888671875), (1, 1259.996826171875)]","[(0, 1796.0460205078125), (1, 1531.4686279296875)]","[(0, 1555.1644287109375), (1, 2171.556396484375)]","[(0, 3890.576171875), (1, 3879.209716796875)]","[(0, 844.6860961914062), (1, 981.1072998046875)]","[(0, 1270.9986572265625), (1, 1354.3387451171875)]","[(0, 1510.542724609375), (1, 1531.506591796875)]","[(0, 3371.830078125), (1, 2866.4189453125)]"
2,"[(0, 518.0579833984375), (1, 590.68359375)]","[(0, 875.9458618164062), (1, 764.9208374023438)]","[(0, 986.18798828125), (1, 928.7781372070312)]","[(0, 853.114501953125), (1, 666.4328002929688)]","[(0, 717.496826171875), (1, 563.9904174804688)]","[(0, 385.2137145996094), (1, 178.67034912109375)]","[(0, 1239.3154296875), (1, 958.1314697265625)]","[(0, 720.48193359375), (1, 685.6362915039062)]","[(0, 2020.1693115234375), (1, 1454.1793212890625)]","[(0, 5154.240234375), (1, 7810.73193359375)]","[(0, 4190.89501953125), (1, 4327.4765625)]","[(0, 2223.54541015625), (1, 941.8163452148438)]","[(0, 4354.92919921875), (1, 3759.72265625)]","[(0, 1270.684814453125), (1, 1106.5435791015625)]","[(0, 3332.855224609375), (1, 2149.057861328125)]","[(0, 1713.81787109375), (1, 1012.5885009765625)]","[(0, 5648.89111328125), (1, 5766.978515625)]","[(0, 950.75634765625), (1, 1016.4091796875)]","[(0, 1346.7564697265625), (1, 1286.85986328125)]","[(0, 2718.891357421875), (1, 4079.397216796875)]","[(0, 3224.844482421875), (1, 3159.889892578125)]","[(0, 1961.0333251953125), (1, 1769.4559326171875)]","[(0, 930.4448852539062), (1, 1393.391845703125)]"
3,"[(0, 1489.627685546875), (1, 986.2269897460938)]","[(0, 767.8078002929688), (1, 665.089599609375)]","[(0, 878.888427734375), (1, 834.2239990234375)]","[(0, 726.2344970703125), (1, 546.6458129882812)]","[(0, 2043.5186767578125), (1, 1611.1932373046875)]","[(0, 4186.82470703125), (1, 1606.091552734375)]","[(0, 615.7735595703125), (1, 741.0103759765625)]","[(0, 1770.879150390625), (1, 1197.1676025390625)]","[(0, 3250.25830078125), (1, 1042.563232421875)]","[(0, 7788.142578125), (1, 8684.3740234375)]","[(0, 5341.73828125), (1, 4426.3447265625)]","[(0, 2280.068603515625), (1, 1232.5858154296875)]","[(0, 3619.13623046875), (1, 3068.71923828125)]","[(0, 1097.1226806640625), (1, 1032.419677734375)]","[(0, 3998.732177734375), (1, 2641.022705078125)]","[(0, 944.3305053710938), (1, 1298.51416015625)]","[(0, 3222.5263671875), (1, 3465.231201171875)]","[(0, 1492.444091796875), (1, 1783.645263671875)]","[(0, 1472.446533203125), (1, 1223.123046875)]","[(0, 1762.5406494140625), (1, 6130.03564453125)]","[(0, 2295.571533203125), (1, 2118.296875)]","[(0, 1999.8380126953125), (1, 1739.30810546875)]","[(0, 1059.1307373046875), (1, 1782.69970703125)]"
4,"[(0, 576.8176879882812), (1, 394.7137756347656)]","[(0, 1110.897705078125), (1, 1112.2227783203125)]","[(0, 1081.6905517578125), (1, 1197.294921875)]","[(0, 755.9822387695312), (1, 572.5032958984375)]","[(0, 1948.3758544921875), (1, 1638.0062255859375)]","[(0, 539.572021484375), (1, 254.5820770263672)]","[(0, 4560.33251953125), (1, 4759.9609375)]","[(0, 1224.9639892578125), (1, 939.3486938476562)]","[(0, 1498.8927001953125), (1, 780.8907470703125)]","[(0, 6912.04345703125), (1, 4429.119140625)]","[(0, 2548.3603515625), (1, 2937.624267578125)]","[(0, 2980.882568359375), (1, 747.2164306640625)]","[(0, 2665.548095703125), (1, 2794.083251953125)]","[(0, 738.7689819335938), (1, 1181.71875)]","[(0, 2847.264404296875), (1, 2116.71044921875)]","[(0, 698.1585693359375), (1, 645.521728515625)]","[(0, 3332.953857421875), (1, 2607.01220703125)]","[(0, 1287.2342529296875), (1, 910.2760620117188)]","[(0, 1159.697998046875), (1, 1082.5352783203125)]","[(0, 4167.21728515625), (1, 3653.823486328125)]","[(0, 1439.8017578125), (1, 1291.0177001953125)]","[(0, 1239.580322265625), (1, 973.2216796875)]","[(0, 1819.4525146484375), (1, 4257.3876953125)]"
5,"[(0, 1364.654541015625), (1, 1207.2476806640625)]","[(0, 1031.6373291015625), (1, 1087.209228515625)]","[(0, 1043.7366943359375), (1, 1152.1368408203125)]","[(0, 891.071044921875), (1, 678.943115234375)]","[(0, 1849.010009765625), (1, 1401.55078125)]","[(0, 1592.9486083984375), (1, 600.1050415039062)]","[(0, 2958.705078125), (1, 3018.197021484375)]","[(0, 1911.994140625), (1, 959.8118896484375)]","[(0, 2779.308349609375), (1, 1193.8372802734375)]","[(0, 8711.9140625), (1, 6989.0)]","[(0, 3370.73046875), (1, 3697.73974609375)]","[(0, 1773.376953125), (1, 1250.8994140625)]","[(0, 3389.8955078125), (1, 3341.05322265625)]","[(0, 1299.4400634765625), (1, 1637.8406982421875)]","[(0, 2986.270263671875), (1, 2310.94287109375)]","[(0, 853.0460815429688), (1, 666.2625122070312)]","[(0, 1913.9615478515625), (1, 1470.910400390625)]","[(0, 1229.8797607421875), (1, 1051.8189697265625)]","[(0, 4052.03076171875), (1, 3790.2841796875)]","[(0, 1931.7777099609375), (1, 7923.35205078125)]","[(0, 869.3795776367188), (1, 785.2744750976562)]","[(0, 1750.686767578125), (1, 1347.148193359375)]","[(0, 445.72509765625), (1, 439.5569763183594)]"
6,"[(0, 530.248046875), (1, 549.3018798828125)]","[(0, 1174.097412109375), (1, 1174.21826171875)]","[(0, 1132.886474609375), (1, 1215.43359375)]","[(0, 495.28765869140625), (1, 381.08404541015625)]","[(0, 609.2900390625), (1, 694.421630859375)]","[(0, 773.5357666015625), (1, 322.6736145019531)]","[(0, 2395.305908203125), (1, 2498.12353515625)]","[(0, 2098.310302734375), (1, 1265.0098876953125)]","[(0, 1674.074951171875), (1, 1093.585205078125)]","[(0, 7268.533203125), (1, 8977.126953125)]","[(0, 2388.77587890625), (1, 2637.505126953125)]","[(0, 4442.6865234375), (1, 2620.763916015625)]","[(0, 1477.2392578125), (1, 2657.532470703125)]","[(0, 3187.59619140625), (1, 4336.86279296875)]","[(0, 4237.482421875), (1, 1960.3489990234375)]","[(0, 3674.853515625), (1, 3206.854248046875)]","[(0, 3076.387451171875), (1, 4291.8916015625)]","[(0, 1366.655029296875), (1, 1583.3092041015625)]","[(0, 1497.775146484375), (1, 1511.7056884765625)]","[(0, 2996.729248046875), (1, 2821.464111328125)]","[(0, 1296.958984375), (1, 1447.279052734375)]","[(0, 2259.854736328125), (1, 1660.3892822265625)]","[(0, 1532.239990234375), (1, 1264.415771484375)]"
7,"[(0, 1640.8870849609375), (1, 1115.295654296875)]","[(0, 1035.772705078125), (1, 1068.779052734375)]","[(0, 1019.1453247070312), (1, 1092.939697265625)]","[(0, 1486.2044677734375), (1, 1963.6917724609375)]","[(0, 406.5485534667969), (1, 536.5347900390625)]","[(0, 527.499267578125), (1, 193.82217407226562)]","[(0, 1463.1099853515625), (1, 1502.9033203125)]","[(0, 2387.643798828125), (1, 471.2450866699219)]","[(0, 2810.5244140625), (1, 1363.5233154296875)]","[(0, 4476.9970703125), (1, 4060.072509765625)]","[(0, 3137.15380859375), (1, 3536.99560546875)]","[(0, 1832.8564453125), (1, 771.5462036132812)]","[(0, 1402.1851806640625), (1, 2220.319091796875)]","[(0, 4863.03076171875), (1, 5096.4560546875)]","[(0, 3427.61474609375), (1, 1668.0780029296875)]","[(0, 3279.954833984375), (1, 3704.619140625)]","[(0, 1859.307373046875), (1, 2564.15380859375)]","[(0, 1008.0272216796875), (1, 1772.5966796875)]","[(0, 1011.8572387695312), (1, 826.3919067382812)]","[(0, 3498.10595703125), (1, 5622.42626953125)]","[(0, 1040.628662109375), (1, 1099.6136474609375)]","[(0, 1814.83154296875), (1, 1471.6759033203125)]","[(0, 2184.08642578125), (1, 4911.45166015625)]"
8,"[(0, 473.96942138671875), (1, 567.6163940429688)]","[(0, 1481.99169921875), (1, 1496.8121337890625)]","[(0, 1214.7215576171875), (1, 1074.6842041015625)]","[(0, 571.959716796875), (1, 753.9220581054688)]","[(0, 552.8709106445312), (1, 697.9931030273438)]","[(0, 509.6271057128906), (1, 176.64968872070312)]","[(0, 1942.2174072265625), (1, 1933.2918701171875)]","[(0, 2303.359619140625), (1, 1141.87255859375)]","[(0, 1281.7921142578125), (1, 799.048095703125)]","[(0, 1338.9912109375), (1, 1582.4661865234375)]","[(0, 899.1979370117188), (1, 974.0318603515625)]","[(0, 1945.4736328125), (1, 1205.4697265625)]","[(0, 7579.56689453125), (1, 7547.60546875)]","[(0, 1081.1842041015625), (1, 1420.411376953125)]","[(0, 4132.951171875), (1, 2744.741943359375)]","[(0, 5220.87353515625), (1, 4497.859375)]","[(0, 2007.6317138671875), (1, 2373.92236328125)]","[(0, 628.77001953125), (1, 789.7852172851562)]","[(0, 1715.8441162109375), (1, 1784.6431884765625)]","[(0, 1202.2835693359375), (1, 1856.7725830078125)]","[(0, 1923.695068359375), (1, 1805.3604736328125)]","[(0, 1302.9058837890625), (1, 1061.315185546875)]","[(0, 626.4140014648438), (1, 916.538330078125)]"
9,"[(0, 1695.7569580078125), (1, 1733.4302978515625)]","[(0, 1477.8367919921875), (1, 1396.1885986328125)]","[(0, 1408.67431640625), (1, 1273.3614501953125)]","[(0, 721.8890991210938), (1, 902.18408203125)]","[(0, 1472.499267578125), (1, 1856.8035888671875)]","[(0, 572.4429321289062), (1, 273.6711120605469)]","[(0, 1763.06591796875), (1, 1774.3048095703125)]","[(0, 2547.36181640625), (1, 1473.943603515625)]","[(0, 1415.52490234375), (1, 1076.510498046875)]","[(0, 2240.410888671875), (1, 2832.20556640625)]","[(0, 809.9232788085938), (1, 902.8455810546875)]","[(0, 1683.667236328125), (1, 808.16796875)]","[(0, 7570.44287109375), (1, 7444.9189453125)]","[(0, 1514.8055419921875), (1, 1713.7958984375)]","[(0, 4804.52734375), (1, 3057.4638671875)]","[(0, 3600.511962890625), (1, 3367.353759765625)]","[(0, 1066.7216796875), (1, 1230.897705078125)]","[(0, 1175.3045654296875), (1, 1461.65185546875)]","[(0, 3069.84326171875), (1, 1648.0675048828125)]","[(0, 1032.0821533203125), (1, 1323.8533935546875)]","[(0, 894.5599365234375), (1, 787.1969604492188)]","[(0, 1385.2130126953125), (1, 1066.84130859375)]","[(0, 1881.6845703125), (1, 1501.3905029296875)]"
