,best
agreement_determiner_noun-across_1_adjective,0.4915
agreement_determiner_noun-between_neighbors,0.4825
agreement_subject_verb-across_prepositional_phrase,0.5005
agreement_subject_verb-across_relative_clause,0.4775
agreement_subject_verb-in_question_with_aux,0.4455
agreement_subject_verb-in_simple_question,0.4855
anaphor_agreement-pronoun_gender,0.5455
argument_structure-dropped_argument,0.6915
argument_structure-swapped_arguments,0.355
argument_structure-transitive,0.524
binding-principle_a,0.436
case-subjective_pronoun,0.2305
ellipsis-n_bar,0.3375
filler-gap-wh_question_object,0.093
filler-gap-wh_question_subject,0.9965
irregular-verb,0.498
island-effects-adjunct_island,0.403
island-effects-coordinate_structure_constraint,0.449
local_attractor-in_question_with_aux,0.629
npi_licensing-matrix_question,0.5575
npi_licensing-only_npi_licensor,0.9175
quantifiers-existential_there,0.6735
quantifiers-superlative,0.4945
