,best
agreement_determiner_noun-across_1_adjective,0.5305
agreement_determiner_noun-between_neighbors,0.589
agreement_subject_verb-across_prepositional_phrase,0.51
agreement_subject_verb-across_relative_clause,0.526
agreement_subject_verb-in_question_with_aux,0.4995
agreement_subject_verb-in_simple_question,0.511
anaphor_agreement-pronoun_gender,0.526
argument_structure-dropped_argument,0.8665
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6245
binding-principle_a,0.4755
case-subjective_pronoun,1.0
ellipsis-n_bar,0.6595
filler-gap-wh_question_object,0.5975
filler-gap-wh_question_subject,0.952
irregular-verb,0.7475
island-effects-adjunct_island,0.4605
island-effects-coordinate_structure_constraint,0.482
local_attractor-in_question_with_aux,0.649
npi_licensing-matrix_question,0.7115
npi_licensing-only_npi_licensor,0.774
quantifiers-existential_there,0.797
quantifiers-superlative,0.266
