,best
agreement_determiner_noun-across_1_adjective,0.517
agreement_determiner_noun-between_neighbors,0.547
agreement_subject_verb-across_prepositional_phrase,0.515
agreement_subject_verb-across_relative_clause,0.5125
agreement_subject_verb-in_question_with_aux,0.499
agreement_subject_verb-in_simple_question,0.5115
anaphor_agreement-pronoun_gender,0.527
argument_structure-dropped_argument,0.7745
argument_structure-swapped_arguments,0.9975
argument_structure-transitive,0.668
binding-principle_a,0.4155
case-subjective_pronoun,0.9995
ellipsis-n_bar,0.3035
filler-gap-wh_question_object,0.3995
filler-gap-wh_question_subject,0.9945
irregular-verb,0.675
island-effects-adjunct_island,0.434
island-effects-coordinate_structure_constraint,0.7595
local_attractor-in_question_with_aux,0.5785
npi_licensing-matrix_question,0.357
npi_licensing-only_npi_licensor,0.7345
quantifiers-existential_there,0.808
quantifiers-superlative,0.284
