,epoch_1
agreement_determiner_noun-across_1_adjective,0.5175
agreement_determiner_noun-between_neighbors,0.519
agreement_subject_verb-across_prepositional_phrase,0.502
agreement_subject_verb-across_relative_clause,0.4975
agreement_subject_verb-in_question_with_aux,0.5005
agreement_subject_verb-in_simple_question,0.509
anaphor_agreement-pronoun_gender,0.4645
argument_structure-dropped_argument,0.8715
argument_structure-swapped_arguments,0.854
argument_structure-transitive,0.546
binding-principle_a,0.58
case-subjective_pronoun,0.8065
ellipsis-n_bar,0.314
filler-gap-wh_question_object,0.0255
filler-gap-wh_question_subject,0.9825
irregular-verb,0.5075
island-effects-adjunct_island,0.848
island-effects-coordinate_structure_constraint,0.1355
local_attractor-in_question_with_aux,0.631
npi_licensing-matrix_question,0.7685
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.4275
quantifiers-superlative,0.986
