,best
agreement_determiner_noun-across_1_adjective,0.4925
agreement_determiner_noun-between_neighbors,0.5065
agreement_subject_verb-across_prepositional_phrase,0.5015
agreement_subject_verb-across_relative_clause,0.5025
agreement_subject_verb-in_question_with_aux,0.445
agreement_subject_verb-in_simple_question,0.4855
anaphor_agreement-pronoun_gender,0.4795
argument_structure-dropped_argument,0.793
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.4345
binding-principle_a,0.571
case-subjective_pronoun,1.0
ellipsis-n_bar,0.1915
filler-gap-wh_question_object,0.1595
filler-gap-wh_question_subject,1.0
irregular-verb,0.5195
island-effects-adjunct_island,0.629
island-effects-coordinate_structure_constraint,0.5345
local_attractor-in_question_with_aux,0.698
npi_licensing-matrix_question,0.802
npi_licensing-only_npi_licensor,0.9975
quantifiers-existential_there,0.641
quantifiers-superlative,0.059
