,best
agreement_determiner_noun-across_1_adjective,0.5145
agreement_determiner_noun-between_neighbors,0.5295
agreement_subject_verb-across_prepositional_phrase,0.4915
agreement_subject_verb-across_relative_clause,0.5105
agreement_subject_verb-in_question_with_aux,0.4975
agreement_subject_verb-in_simple_question,0.5025
anaphor_agreement-pronoun_gender,0.5275
argument_structure-dropped_argument,0.836
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.648
binding-principle_a,0.309
case-subjective_pronoun,1.0
ellipsis-n_bar,0.587
filler-gap-wh_question_object,0.4655
filler-gap-wh_question_subject,0.948
irregular-verb,0.716
island-effects-adjunct_island,0.4325
island-effects-coordinate_structure_constraint,0.4
local_attractor-in_question_with_aux,0.6755
npi_licensing-matrix_question,0.681
npi_licensing-only_npi_licensor,0.427
quantifiers-existential_there,0.7665
quantifiers-superlative,0.489
