,best
agreement_determiner_noun-across_1_adjective,0.4995
agreement_determiner_noun-between_neighbors,0.4915
agreement_subject_verb-across_prepositional_phrase,0.4975
agreement_subject_verb-across_relative_clause,0.4855
agreement_subject_verb-in_question_with_aux,0.462
agreement_subject_verb-in_simple_question,0.4985
anaphor_agreement-pronoun_gender,0.542
argument_structure-dropped_argument,0.7585
argument_structure-swapped_arguments,0.877
argument_structure-transitive,0.4975
binding-principle_a,0.399
case-subjective_pronoun,0.6985
ellipsis-n_bar,0.359
filler-gap-wh_question_object,0.2415
filler-gap-wh_question_subject,1.0
irregular-verb,0.5035
island-effects-adjunct_island,0.4885
island-effects-coordinate_structure_constraint,0.3055
local_attractor-in_question_with_aux,0.7995
npi_licensing-matrix_question,0.484
npi_licensing-only_npi_licensor,0.845
quantifiers-existential_there,0.6255
quantifiers-superlative,0.509
