,best
agreement_determiner_noun-across_1_adjective,0.5155
agreement_determiner_noun-between_neighbors,0.54
agreement_subject_verb-across_prepositional_phrase,0.495
agreement_subject_verb-across_relative_clause,0.516
agreement_subject_verb-in_question_with_aux,0.4955
agreement_subject_verb-in_simple_question,0.5095
anaphor_agreement-pronoun_gender,0.5295
argument_structure-dropped_argument,0.8455
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.656
binding-principle_a,0.3755
case-subjective_pronoun,1.0
ellipsis-n_bar,0.622
filler-gap-wh_question_object,0.5155
filler-gap-wh_question_subject,0.9615
irregular-verb,0.71
island-effects-adjunct_island,0.4325
island-effects-coordinate_structure_constraint,0.4455
local_attractor-in_question_with_aux,0.6835
npi_licensing-matrix_question,0.71
npi_licensing-only_npi_licensor,0.603
quantifiers-existential_there,0.7835
quantifiers-superlative,0.4305
