,best
agreement_determiner_noun-across_1_adjective,0.5075
agreement_determiner_noun-between_neighbors,0.5155
agreement_subject_verb-across_prepositional_phrase,0.488
agreement_subject_verb-across_relative_clause,0.4895
agreement_subject_verb-in_question_with_aux,0.5035
agreement_subject_verb-in_simple_question,0.503
anaphor_agreement-pronoun_gender,0.5135
argument_structure-dropped_argument,0.831
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.483
binding-principle_a,0.3805
case-subjective_pronoun,1.0
ellipsis-n_bar,0.6755
filler-gap-wh_question_object,0.645
filler-gap-wh_question_subject,1.0
irregular-verb,0.492
island-effects-adjunct_island,0.451
island-effects-coordinate_structure_constraint,0.3185
local_attractor-in_question_with_aux,0.816
npi_licensing-matrix_question,0.4475
npi_licensing-only_npi_licensor,0.298
quantifiers-existential_there,0.738
quantifiers-superlative,0.509
