,best
agreement_determiner_noun-across_1_adjective,0.506
agreement_determiner_noun-between_neighbors,0.5005
agreement_subject_verb-across_prepositional_phrase,0.4995
agreement_subject_verb-across_relative_clause,0.495
agreement_subject_verb-in_question_with_aux,0.498
agreement_subject_verb-in_simple_question,0.4935
anaphor_agreement-pronoun_gender,0.551
argument_structure-dropped_argument,0.8745
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5095
binding-principle_a,0.476
case-subjective_pronoun,0.9965
ellipsis-n_bar,0.267
filler-gap-wh_question_object,0.1245
filler-gap-wh_question_subject,0.9995
irregular-verb,0.502
island-effects-adjunct_island,0.461
island-effects-coordinate_structure_constraint,0.4525
local_attractor-in_question_with_aux,0.804
npi_licensing-matrix_question,0.68
npi_licensing-only_npi_licensor,0.8965
quantifiers-existential_there,0.7385
quantifiers-superlative,0.0245
