,best
agreement_determiner_noun-across_1_adjective,0.518
agreement_determiner_noun-between_neighbors,0.539
agreement_subject_verb-across_prepositional_phrase,0.4995
agreement_subject_verb-across_relative_clause,0.5005
agreement_subject_verb-in_question_with_aux,0.4755
agreement_subject_verb-in_simple_question,0.489
anaphor_agreement-pronoun_gender,0.5035
argument_structure-dropped_argument,0.6915
argument_structure-swapped_arguments,0.996
argument_structure-transitive,0.4695
binding-principle_a,0.551
case-subjective_pronoun,0.999
ellipsis-n_bar,0.3765
filler-gap-wh_question_object,0.035
filler-gap-wh_question_subject,1.0
irregular-verb,0.495
island-effects-adjunct_island,0.837
island-effects-coordinate_structure_constraint,0.1735
local_attractor-in_question_with_aux,0.7605
npi_licensing-matrix_question,0.812
npi_licensing-only_npi_licensor,0.9995
quantifiers-existential_there,0.3645
quantifiers-superlative,0.21
