,best
agreement_determiner_noun-across_1_adjective,0.5015
agreement_determiner_noun-between_neighbors,0.508
agreement_subject_verb-across_prepositional_phrase,0.506
agreement_subject_verb-across_relative_clause,0.5005
agreement_subject_verb-in_question_with_aux,0.4615
agreement_subject_verb-in_simple_question,0.4785
anaphor_agreement-pronoun_gender,0.576
argument_structure-dropped_argument,0.796
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.4515
binding-principle_a,0.529
case-subjective_pronoun,1.0
ellipsis-n_bar,0.1795
filler-gap-wh_question_object,0.2465
filler-gap-wh_question_subject,1.0
irregular-verb,0.494
island-effects-adjunct_island,0.563
island-effects-coordinate_structure_constraint,0.573
local_attractor-in_question_with_aux,0.775
npi_licensing-matrix_question,0.7585
npi_licensing-only_npi_licensor,0.998
quantifiers-existential_there,0.618
quantifiers-superlative,0.0085
