,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 80154.15625), (1, 65477.78125)]","[(0, 83578.28125), (1, 82008.9609375)]","[(0, 128209.296875), (1, 101702.59375)]","[(0, 131188.5), (1, 190064.546875)]","[(0, 106452.0546875), (1, 105235.734375)]","[(0, 127181.59375), (1, 119458.0546875)]","[(0, 35724.3984375), (1, 38100.08203125)]","[(0, 93095.359375), (1, 76490.484375)]","[(0, 60098.9140625), (1, 38376.9375)]","[(0, 81743.7890625), (1, 55225.125)]","[(0, 73776.5703125), (1, 62654.1015625)]","[(0, 85846.1875), (1, 72602.4375)]","[(0, 31312.072265625), (1, 27544.0859375)]","[(0, 49950.5859375), (1, 35482.375)]","[(0, 70699.109375), (1, 40453.6484375)]","[(0, 23568.515625), (1, 24820.6796875)]","[(0, 108279.9140625), (1, 97434.875)]","[(0, 97914.125), (1, 106827.8359375)]","[(0, 72171.734375), (1, 90637.2421875)]","[(0, 41844.67578125), (1, 59111.38671875)]","[(0, 39474.08984375), (1, 23506.115234375)]","[(0, 110748.0546875), (1, 124318.7578125)]","[(0, 133672.28125), (1, 124144.6015625)]"
1,"[(0, 85979.578125), (1, 89333.109375)]","[(0, 123526.7109375), (1, 113736.828125)]","[(0, 124841.9921875), (1, 100276.7265625)]","[(0, 125284.84375), (1, 196479.703125)]","[(0, 163630.53125), (1, 154478.796875)]","[(0, 204740.75), (1, 187297.828125)]","[(0, 33606.24609375), (1, 30777.21484375)]","[(0, 175548.09375), (1, 73446.765625)]","[(0, 81975.9609375), (1, 26826.857421875)]","[(0, 58954.875), (1, 71988.609375)]","[(0, 39462.796875), (1, 36238.9765625)]","[(0, 102924.203125), (1, 94492.34375)]","[(0, 48001.01171875), (1, 41178.65234375)]","[(0, 54298.7265625), (1, 38111.08984375)]","[(0, 70150.4609375), (1, 40869.88671875)]","[(0, 33141.47265625), (1, 30947.361328125)]","[(0, 103200.2890625), (1, 94149.5390625)]","[(0, 118564.9453125), (1, 143331.890625)]","[(0, 94417.3984375), (1, 83424.75)]","[(0, 67900.921875), (1, 46389.35546875)]","[(0, 59533.08984375), (1, 34128.79296875)]","[(0, 101718.5), (1, 117341.4140625)]","[(0, 84417.4765625), (1, 80523.609375)]"
2,"[(0, 63806.421875), (1, 66424.0234375)]","[(0, 67472.5), (1, 63014.9609375)]","[(0, 120475.484375), (1, 98024.9296875)]","[(0, 136079.34375), (1, 205260.015625)]","[(0, 138329.09375), (1, 126168.15625)]","[(0, 117983.3671875), (1, 107397.3203125)]","[(0, 66534.78125), (1, 70407.0234375)]","[(0, 180058.140625), (1, 181663.953125)]","[(0, 88945.3671875), (1, 59368.04296875)]","[(0, 76796.8984375), (1, 65321.35546875)]","[(0, 65856.9765625), (1, 69803.7734375)]","[(0, 92049.5546875), (1, 59753.26953125)]","[(0, 61563.91015625), (1, 60783.68359375)]","[(0, 96401.2578125), (1, 65264.50390625)]","[(0, 118899.6484375), (1, 94950.328125)]","[(0, 48482.14453125), (1, 57662.05859375)]","[(0, 72928.6640625), (1, 60792.61328125)]","[(0, 90105.734375), (1, 100214.0078125)]","[(0, 76380.4921875), (1, 76469.7734375)]","[(0, 101210.296875), (1, 33667.87109375)]","[(0, 72600.015625), (1, 44324.89453125)]","[(0, 113967.4609375), (1, 116899.8828125)]","[(0, 152175.515625), (1, 121874.9296875)]"
3,"[(0, 85403.9296875), (1, 72895.3515625)]","[(0, 96515.140625), (1, 83223.0703125)]","[(0, 115515.0390625), (1, 94751.328125)]","[(0, 161741.765625), (1, 225358.34375)]","[(0, 111488.890625), (1, 104441.0859375)]","[(0, 83103.4765625), (1, 83734.890625)]","[(0, 116333.4609375), (1, 110461.671875)]","[(0, 96638.6484375), (1, 121463.8203125)]","[(0, 142481.1875), (1, 131501.90625)]","[(0, 42760.2578125), (1, 38509.87890625)]","[(0, 35842.54296875), (1, 38155.53515625)]","[(0, 149414.734375), (1, 48703.3359375)]","[(0, 44108.65625), (1, 42713.75390625)]","[(0, 75847.9140625), (1, 58446.515625)]","[(0, 124442.359375), (1, 98547.21875)]","[(0, 67984.765625), (1, 59584.60546875)]","[(0, 68828.671875), (1, 56729.9375)]","[(0, 122398.84375), (1, 145068.875)]","[(0, 107913.2265625), (1, 111652.6484375)]","[(0, 51048.44921875), (1, 32133.0)]","[(0, 107435.84375), (1, 62886.4296875)]","[(0, 109118.6484375), (1, 115258.5390625)]","[(0, 133137.03125), (1, 103591.4609375)]"
4,"[(0, 79559.828125), (1, 64806.09765625)]","[(0, 71760.2890625), (1, 72531.15625)]","[(0, 96219.671875), (1, 121349.7734375)]","[(0, 133083.21875), (1, 187096.984375)]","[(0, 76240.3984375), (1, 71413.7421875)]","[(0, 52034.54296875), (1, 57919.93359375)]","[(0, 47657.953125), (1, 47202.59765625)]","[(0, 229766.34375), (1, 105833.5703125)]","[(0, 102209.0703125), (1, 72934.4375)]","[(0, 57833.6640625), (1, 54264.04296875)]","[(0, 19671.8671875), (1, 18279.6953125)]","[(0, 81092.421875), (1, 65868.15625)]","[(0, 24045.513671875), (1, 25825.255859375)]","[(0, 82260.7109375), (1, 58224.203125)]","[(0, 36390.52734375), (1, 21628.880859375)]","[(0, 54692.71875), (1, 45526.51953125)]","[(0, 70457.3984375), (1, 59062.4140625)]","[(0, 66730.7578125), (1, 79925.0078125)]","[(0, 71024.3671875), (1, 70184.859375)]","[(0, 34360.375), (1, 80028.5078125)]","[(0, 106173.7421875), (1, 62727.21875)]","[(0, 111321.1328125), (1, 121396.1953125)]","[(0, 111445.84375), (1, 68748.6328125)]"
5,"[(0, 68655.6640625), (1, 68990.796875)]","[(0, 103336.5), (1, 107698.8671875)]","[(0, 97068.0625), (1, 122710.203125)]","[(0, 139666.078125), (1, 206207.65625)]","[(0, 87370.7109375), (1, 76627.453125)]","[(0, 85765.3359375), (1, 89282.0859375)]","[(0, 67647.9453125), (1, 66329.640625)]","[(0, 129560.96875), (1, 144070.0)]","[(0, 44799.12109375), (1, 47582.24609375)]","[(0, 69940.375), (1, 67135.71875)]","[(0, 24972.494140625), (1, 24690.2890625)]","[(0, 195942.296875), (1, 85825.0625)]","[(0, 41129.984375), (1, 38544.12109375)]","[(0, 81918.6796875), (1, 60452.77734375)]","[(0, 35748.76953125), (1, 21340.251953125)]","[(0, 50464.828125), (1, 56701.54296875)]","[(0, 65622.875), (1, 54638.4453125)]","[(0, 72433.625), (1, 80681.4140625)]","[(0, 81168.5546875), (1, 92759.03125)]","[(0, 23036.673828125), (1, 47991.62890625)]","[(0, 143197.578125), (1, 84904.0859375)]","[(0, 95989.3515625), (1, 108406.28125)]","[(0, 174179.3125), (1, 170188.765625)]"
6,"[(0, 53427.33984375), (1, 54368.5234375)]","[(0, 101641.015625), (1, 95702.7890625)]","[(0, 94374.28125), (1, 116428.8046875)]","[(0, 170801.90625), (1, 256937.40625)]","[(0, 112104.8203125), (1, 112475.3515625)]","[(0, 86563.8046875), (1, 85904.0859375)]","[(0, 43786.76953125), (1, 47733.82421875)]","[(0, 71323.9765625), (1, 86705.0078125)]","[(0, 50915.1328125), (1, 42042.15625)]","[(0, 75973.953125), (1, 68384.546875)]","[(0, 19464.2578125), (1, 20108.470703125)]","[(0, 87392.125), (1, 38087.875)]","[(0, 42043.15625), (1, 43978.40234375)]","[(0, 50300.5546875), (1, 34240.6484375)]","[(0, 75309.4296875), (1, 40055.51171875)]","[(0, 42983.69921875), (1, 69435.2265625)]","[(0, 108080.4921875), (1, 105581.03125)]","[(0, 112951.5390625), (1, 104586.203125)]","[(0, 99599.46875), (1, 82081.3359375)]","[(0, 93854.59375), (1, 92966.4453125)]","[(0, 61242.48046875), (1, 31392.80078125)]","[(0, 74014.6953125), (1, 84178.9453125)]","[(0, 118153.171875), (1, 115336.265625)]"
7,"[(0, 87059.46875), (1, 74209.1328125)]","[(0, 150434.03125), (1, 144090.890625)]","[(0, 93110.453125), (1, 113781.640625)]","[(0, 185078.84375), (1, 130501.1875)]","[(0, 164191.09375), (1, 171401.25)]","[(0, 118364.96875), (1, 110389.859375)]","[(0, 80292.2578125), (1, 73115.4296875)]","[(0, 132786.296875), (1, 110990.8203125)]","[(0, 105678.4453125), (1, 87551.2109375)]","[(0, 73285.140625), (1, 49267.98828125)]","[(0, 27213.1953125), (1, 30078.3125)]","[(0, 113773.5), (1, 102932.546875)]","[(0, 60692.51171875), (1, 61136.5078125)]","[(0, 39324.65625), (1, 28104.279296875)]","[(0, 75733.0625), (1, 37925.20703125)]","[(0, 80135.8125), (1, 63000.6015625)]","[(0, 95608.921875), (1, 93453.9296875)]","[(0, 135074.203125), (1, 126750.65625)]","[(0, 100687.7265625), (1, 99928.5625)]","[(0, 59028.96875), (1, 37558.79296875)]","[(0, 83112.109375), (1, 46488.16015625)]","[(0, 67379.0703125), (1, 81803.6015625)]","[(0, 116406.71875), (1, 71692.0234375)]"
8,"[(0, 62407.15625), (1, 74466.828125)]","[(0, 88637.3125), (1, 93459.8046875)]","[(0, 177829.609375), (1, 255048.0625)]","[(0, 194375.5625), (1, 126035.03125)]","[(0, 141393.421875), (1, 155826.3125)]","[(0, 184409.859375), (1, 166355.765625)]","[(0, 45480.39453125), (1, 44723.3046875)]","[(0, 143328.609375), (1, 157204.296875)]","[(0, 106197.1328125), (1, 66274.5078125)]","[(0, 59281.93359375), (1, 66383.3046875)]","[(0, 78993.78125), (1, 74232.203125)]","[(0, 76505.5859375), (1, 61082.6640625)]","[(0, 47601.4453125), (1, 50628.6796875)]","[(0, 74165.40625), (1, 46825.21484375)]","[(0, 78661.953125), (1, 49008.93359375)]","[(0, 22313.09375), (1, 22159.328125)]","[(0, 76510.109375), (1, 71893.7265625)]","[(0, 92457.25), (1, 87234.5)]","[(0, 66360.7734375), (1, 75956.4921875)]","[(0, 77068.5), (1, 41198.1328125)]","[(0, 139743.75), (1, 93769.3359375)]","[(0, 90848.6484375), (1, 91582.6640625)]","[(0, 134175.359375), (1, 103119.90625)]"
9,"[(0, 87422.390625), (1, 83431.59375)]","[(0, 123746.1328125), (1, 124016.8046875)]","[(0, 176376.75), (1, 252769.984375)]","[(0, 205562.078125), (1, 138888.375)]","[(0, 112976.5390625), (1, 121117.96875)]","[(0, 125439.5390625), (1, 115621.8359375)]","[(0, 42002.28125), (1, 43329.3359375)]","[(0, 78754.7265625), (1, 86164.4296875)]","[(0, 59246.6640625), (1, 31785.392578125)]","[(0, 97948.1171875), (1, 83600.609375)]","[(0, 73445.78125), (1, 70833.953125)]","[(0, 106131.53125), (1, 70421.1328125)]","[(0, 32806.9453125), (1, 34172.53515625)]","[(0, 64579.2421875), (1, 40897.1015625)]","[(0, 76348.8125), (1, 49187.7109375)]","[(0, 23612.74609375), (1, 23427.896484375)]","[(0, 71118.2421875), (1, 65593.28125)]","[(0, 87302.9921875), (1, 120382.4609375)]","[(0, 62378.0625), (1, 65329.640625)]","[(0, 35864.59765625), (1, 43989.98046875)]","[(0, 155219.6875), (1, 100348.09375)]","[(0, 74721.2265625), (1, 75051.6015625)]","[(0, 121786.390625), (1, 120307.7421875)]"
