,best
agreement_determiner_noun-across_1_adjective,0.512
agreement_determiner_noun-between_neighbors,0.523
agreement_subject_verb-across_prepositional_phrase,0.505
agreement_subject_verb-across_relative_clause,0.514
agreement_subject_verb-in_question_with_aux,0.4935
agreement_subject_verb-in_simple_question,0.4915
anaphor_agreement-pronoun_gender,0.5135
argument_structure-dropped_argument,0.809
argument_structure-swapped_arguments,0.687
argument_structure-transitive,0.5295
binding-principle_a,0.4095
case-subjective_pronoun,0.6695
ellipsis-n_bar,0.545
filler-gap-wh_question_object,0.9795
filler-gap-wh_question_subject,1.0
irregular-verb,0.4845
island-effects-adjunct_island,0.844
island-effects-coordinate_structure_constraint,0.229
local_attractor-in_question_with_aux,0.586
npi_licensing-matrix_question,0.2825
npi_licensing-only_npi_licensor,0.0
quantifiers-existential_there,0.559
quantifiers-superlative,0.501
