,best
agreement_determiner_noun-across_1_adjective,0.511
agreement_determiner_noun-between_neighbors,0.535
agreement_subject_verb-across_prepositional_phrase,0.4975
agreement_subject_verb-across_relative_clause,0.5
agreement_subject_verb-in_question_with_aux,0.499
agreement_subject_verb-in_simple_question,0.497
anaphor_agreement-pronoun_gender,0.5265
argument_structure-dropped_argument,0.8265
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5675
binding-principle_a,0.2595
case-subjective_pronoun,1.0
ellipsis-n_bar,0.39
filler-gap-wh_question_object,0.487
filler-gap-wh_question_subject,0.9875
irregular-verb,0.6565
island-effects-adjunct_island,0.355
island-effects-coordinate_structure_constraint,0.5165
local_attractor-in_question_with_aux,0.742
npi_licensing-matrix_question,0.676
npi_licensing-only_npi_licensor,0.8515
quantifiers-existential_there,0.704
quantifiers-superlative,0.458
