,best
agreement_determiner_noun-across_1_adjective,0.5095
agreement_determiner_noun-between_neighbors,0.5155
agreement_subject_verb-across_prepositional_phrase,0.4965
agreement_subject_verb-across_relative_clause,0.4975
agreement_subject_verb-in_question_with_aux,0.4945
agreement_subject_verb-in_simple_question,0.5015
anaphor_agreement-pronoun_gender,0.5095
argument_structure-dropped_argument,0.7365
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5785
binding-principle_a,0.384
case-subjective_pronoun,1.0
ellipsis-n_bar,0.311
filler-gap-wh_question_object,0.2975
filler-gap-wh_question_subject,0.9565
irregular-verb,0.6475
island-effects-adjunct_island,0.4035
island-effects-coordinate_structure_constraint,0.5095
local_attractor-in_question_with_aux,0.666
npi_licensing-matrix_question,0.455
npi_licensing-only_npi_licensor,0.522
quantifiers-existential_there,0.75
quantifiers-superlative,0.509
