,best
agreement_determiner_noun-across_1_adjective,0.501
agreement_determiner_noun-between_neighbors,0.56
agreement_subject_verb-across_prepositional_phrase,0.503
agreement_subject_verb-across_relative_clause,0.5005
agreement_subject_verb-in_question_with_aux,0.4815
agreement_subject_verb-in_simple_question,0.4885
anaphor_agreement-pronoun_gender,0.535
argument_structure-dropped_argument,0.4755
argument_structure-swapped_arguments,0.963
argument_structure-transitive,0.422
binding-principle_a,0.561
case-subjective_pronoun,0.9345
ellipsis-n_bar,0.229
filler-gap-wh_question_object,0.722
filler-gap-wh_question_subject,1.0
irregular-verb,0.506
island-effects-adjunct_island,0.3405
island-effects-coordinate_structure_constraint,0.07
local_attractor-in_question_with_aux,0.5425
npi_licensing-matrix_question,0.5925
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.6805
quantifiers-superlative,0.2875
