,best
agreement_determiner_noun-across_1_adjective,0.473
agreement_determiner_noun-between_neighbors,0.4745
agreement_subject_verb-across_prepositional_phrase,0.5045
agreement_subject_verb-across_relative_clause,0.4995
agreement_subject_verb-in_question_with_aux,0.489
agreement_subject_verb-in_simple_question,0.4955
anaphor_agreement-pronoun_gender,0.52
argument_structure-dropped_argument,0.6245
argument_structure-swapped_arguments,0.522
argument_structure-transitive,0.5175
binding-principle_a,0.4795
case-subjective_pronoun,0.2275
ellipsis-n_bar,0.306
filler-gap-wh_question_object,0.2715
filler-gap-wh_question_subject,1.0
irregular-verb,0.5005
island-effects-adjunct_island,0.7235
island-effects-coordinate_structure_constraint,0.574
local_attractor-in_question_with_aux,0.6955
npi_licensing-matrix_question,0.512
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.6565
quantifiers-superlative,0.3905
