,best
agreement_determiner_noun-across_1_adjective,0.4975
agreement_determiner_noun-between_neighbors,0.504
agreement_subject_verb-across_prepositional_phrase,0.498
agreement_subject_verb-across_relative_clause,0.4985
agreement_subject_verb-in_question_with_aux,0.501
agreement_subject_verb-in_simple_question,0.492
anaphor_agreement-pronoun_gender,0.5275
argument_structure-dropped_argument,0.743
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.4975
binding-principle_a,0.491
case-subjective_pronoun,1.0
ellipsis-n_bar,0.361
filler-gap-wh_question_object,0.207
filler-gap-wh_question_subject,0.999
irregular-verb,0.4465
island-effects-adjunct_island,0.538
island-effects-coordinate_structure_constraint,0.04
local_attractor-in_question_with_aux,0.842
npi_licensing-matrix_question,0.5195
npi_licensing-only_npi_licensor,0.952
quantifiers-existential_there,0.6915
quantifiers-superlative,0.509
