,best
agreement_determiner_noun-across_1_adjective,0.5245
agreement_determiner_noun-between_neighbors,0.5745
agreement_subject_verb-across_prepositional_phrase,0.5045
agreement_subject_verb-across_relative_clause,0.519
agreement_subject_verb-in_question_with_aux,0.4985
agreement_subject_verb-in_simple_question,0.515
anaphor_agreement-pronoun_gender,0.5275
argument_structure-dropped_argument,0.8695
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6295
binding-principle_a,0.464
case-subjective_pronoun,1.0
ellipsis-n_bar,0.646
filler-gap-wh_question_object,0.586
filler-gap-wh_question_subject,0.9655
irregular-verb,0.7455
island-effects-adjunct_island,0.4535
island-effects-coordinate_structure_constraint,0.4715
local_attractor-in_question_with_aux,0.683
npi_licensing-matrix_question,0.715
npi_licensing-only_npi_licensor,0.7525
quantifiers-existential_there,0.795
quantifiers-superlative,0.3015
