,best
agreement_determiner_noun-across_1_adjective,0.515
agreement_determiner_noun-between_neighbors,0.5695
agreement_subject_verb-across_prepositional_phrase,0.5125
agreement_subject_verb-across_relative_clause,0.496
agreement_subject_verb-in_question_with_aux,0.4955
agreement_subject_verb-in_simple_question,0.4995
anaphor_agreement-pronoun_gender,0.5215
argument_structure-dropped_argument,0.7915
argument_structure-swapped_arguments,0.9795
argument_structure-transitive,0.7205
binding-principle_a,0.308
case-subjective_pronoun,0.998
ellipsis-n_bar,0.33
filler-gap-wh_question_object,0.4365
filler-gap-wh_question_subject,0.944
irregular-verb,0.6765
island-effects-adjunct_island,0.626
island-effects-coordinate_structure_constraint,0.2895
local_attractor-in_question_with_aux,0.613
npi_licensing-matrix_question,0.423
npi_licensing-only_npi_licensor,0.8775
quantifiers-existential_there,0.704
quantifiers-superlative,0.441
