,best
agreement_determiner_noun-across_1_adjective,0.5195
agreement_determiner_noun-between_neighbors,0.5075
agreement_subject_verb-across_prepositional_phrase,0.4925
agreement_subject_verb-across_relative_clause,0.4905
agreement_subject_verb-in_question_with_aux,0.495
agreement_subject_verb-in_simple_question,0.481
anaphor_agreement-pronoun_gender,0.4945
argument_structure-dropped_argument,0.404
argument_structure-swapped_arguments,0.933
argument_structure-transitive,0.5315
binding-principle_a,0.569
case-subjective_pronoun,0.935
ellipsis-n_bar,0.535
filler-gap-wh_question_object,0.7745
filler-gap-wh_question_subject,1.0
irregular-verb,0.4615
island-effects-adjunct_island,0.845
island-effects-coordinate_structure_constraint,0.21
local_attractor-in_question_with_aux,0.66
npi_licensing-matrix_question,0.5485
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.701
quantifiers-superlative,0.9635
