,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 352.9508361816406), (1, 202.4608154296875)]","[(0, 730.1993408203125), (1, 571.7233276367188)]","[(0, 553.1578369140625), (1, 472.2046813964844)]","[(0, 1149.984130859375), (1, 777.5240478515625)]","[(0, 206.6569061279297), (1, 158.0429229736328)]","[(0, 267.9236755371094), (1, 71.53947448730469)]","[(0, 3419.895751953125), (1, 2518.313232421875)]","[(0, 718.162841796875), (1, 390.5062561035156)]","[(0, 2571.249267578125), (1, 1957.5634765625)]","[(0, 8012.0263671875), (1, 6278.1767578125)]","[(0, 2639.041259765625), (1, 3725.511962890625)]","[(0, 1967.8807373046875), (1, 598.9378662109375)]","[(0, 3927.2841796875), (1, 4087.205078125)]","[(0, 934.8342895507812), (1, 888.90673828125)]","[(0, 1684.788330078125), (1, 977.8427124023438)]","[(0, 692.2099609375), (1, 563.7413940429688)]","[(0, 1852.6689453125), (1, 1354.7218017578125)]","[(0, 1016.9453125), (1, 1082.9461669921875)]","[(0, 433.8319091796875), (1, 504.3237609863281)]","[(0, 796.34521484375), (1, 629.6978149414062)]","[(0, 2947.42041015625), (1, 3055.79931640625)]","[(0, 777.7546997070312), (1, 590.7345581054688)]","[(0, 429.02752685546875), (1, 458.6083984375)]"
1,"[(0, 1177.5511474609375), (1, 853.9793701171875)]","[(0, 580.97509765625), (1, 493.8512268066406)]","[(0, 565.5852661132812), (1, 485.5664367675781)]","[(0, 498.7953186035156), (1, 334.417236328125)]","[(0, 203.3653106689453), (1, 129.8815460205078)]","[(0, 231.8686981201172), (1, 61.208316802978516)]","[(0, 1849.2330322265625), (1, 2224.357666015625)]","[(0, 542.6202392578125), (1, 344.802490234375)]","[(0, 888.6635131835938), (1, 420.5586853027344)]","[(0, 4314.0224609375), (1, 2593.022705078125)]","[(0, 2403.830078125), (1, 2939.24951171875)]","[(0, 1795.802734375), (1, 514.350341796875)]","[(0, 3459.839111328125), (1, 3630.928466796875)]","[(0, 918.1344604492188), (1, 1136.5137939453125)]","[(0, 1763.8043212890625), (1, 1168.7166748046875)]","[(0, 576.4286499023438), (1, 604.5839233398438)]","[(0, 1010.5144653320312), (1, 802.5894165039062)]","[(0, 738.2738647460938), (1, 909.6317138671875)]","[(0, 1519.35791015625), (1, 1345.6812744140625)]","[(0, 585.4446411132812), (1, 606.0681762695312)]","[(0, 898.0940551757812), (1, 879.6766357421875)]","[(0, 910.0282592773438), (1, 751.9732055664062)]","[(0, 2130.979736328125), (1, 1874.1251220703125)]"
2,"[(0, 517.7263793945312), (1, 523.608154296875)]","[(0, 594.9046020507812), (1, 453.3555908203125)]","[(0, 555.578125), (1, 484.6268310546875)]","[(0, 595.6453857421875), (1, 419.2496032714844)]","[(0, 292.040283203125), (1, 189.91404724121094)]","[(0, 257.1938171386719), (1, 96.85213470458984)]","[(0, 877.9371337890625), (1, 666.4950561523438)]","[(0, 407.4125061035156), (1, 330.29632568359375)]","[(0, 1355.9969482421875), (1, 767.132568359375)]","[(0, 2636.575927734375), (1, 5203.77880859375)]","[(0, 3017.486572265625), (1, 3190.978271484375)]","[(0, 1364.625244140625), (1, 476.4102478027344)]","[(0, 3167.565185546875), (1, 2736.307861328125)]","[(0, 757.1106567382812), (1, 621.0936279296875)]","[(0, 2131.103759765625), (1, 983.73583984375)]","[(0, 837.6328125), (1, 503.74407958984375)]","[(0, 3349.130615234375), (1, 3787.230712890625)]","[(0, 532.5478515625), (1, 517.7046508789062)]","[(0, 694.115478515625), (1, 680.84228515625)]","[(0, 1601.5762939453125), (1, 1241.8970947265625)]","[(0, 1513.3255615234375), (1, 1228.741455078125)]","[(0, 1549.9290771484375), (1, 1134.204833984375)]","[(0, 575.2501831054688), (1, 840.7841186523438)]"
3,"[(0, 1119.2679443359375), (1, 588.9749755859375)]","[(0, 450.3185729980469), (1, 365.9156799316406)]","[(0, 560.6119995117188), (1, 492.7447204589844)]","[(0, 610.97802734375), (1, 403.9126892089844)]","[(0, 1789.2137451171875), (1, 1216.6629638671875)]","[(0, 2026.979736328125), (1, 872.1980590820312)]","[(0, 490.880126953125), (1, 599.7426147460938)]","[(0, 1271.1368408203125), (1, 792.3388671875)]","[(0, 2052.906494140625), (1, 363.6027526855469)]","[(0, 3756.62255859375), (1, 5252.58154296875)]","[(0, 3236.823974609375), (1, 2739.997802734375)]","[(0, 1422.128662109375), (1, 745.3798828125)]","[(0, 2657.114013671875), (1, 2319.770751953125)]","[(0, 648.5416259765625), (1, 553.9776611328125)]","[(0, 2163.00146484375), (1, 1182.12841796875)]","[(0, 562.7686157226562), (1, 661.3777465820312)]","[(0, 1858.774658203125), (1, 2099.461181640625)]","[(0, 778.48974609375), (1, 794.774658203125)]","[(0, 439.80645751953125), (1, 319.8683776855469)]","[(0, 1324.5322265625), (1, 2773.940673828125)]","[(0, 1011.7177734375), (1, 854.5252075195312)]","[(0, 1612.6436767578125), (1, 1111.099609375)]","[(0, 834.0596923828125), (1, 1472.294189453125)]"
4,"[(0, 384.35284423828125), (1, 233.8634033203125)]","[(0, 646.3126831054688), (1, 789.4071655273438)]","[(0, 598.97607421875), (1, 728.359375)]","[(0, 647.6769409179688), (1, 430.930419921875)]","[(0, 907.567626953125), (1, 654.4905395507812)]","[(0, 351.3758239746094), (1, 169.82435607910156)]","[(0, 3456.306884765625), (1, 3177.480224609375)]","[(0, 815.5833740234375), (1, 540.1242065429688)]","[(0, 1108.928955078125), (1, 483.0404968261719)]","[(0, 3696.308349609375), (1, 1844.72998046875)]","[(0, 1728.228271484375), (1, 2028.8265380859375)]","[(0, 2283.4892578125), (1, 434.7144775390625)]","[(0, 2080.853515625), (1, 2117.492919921875)]","[(0, 422.2606506347656), (1, 619.6246337890625)]","[(0, 1463.9893798828125), (1, 987.97802734375)]","[(0, 506.2645263671875), (1, 466.19110107421875)]","[(0, 1964.7904052734375), (1, 1707.1541748046875)]","[(0, 777.5985107421875), (1, 570.32763671875)]","[(0, 773.2061157226562), (1, 735.9688110351562)]","[(0, 2150.21826171875), (1, 1657.3651123046875)]","[(0, 834.9395141601562), (1, 680.6033935546875)]","[(0, 960.689208984375), (1, 681.4912719726562)]","[(0, 1456.6507568359375), (1, 3268.251953125)]"
5,"[(0, 1081.911376953125), (1, 846.0836791992188)]","[(0, 549.2908325195312), (1, 628.041015625)]","[(0, 549.2866821289062), (1, 672.0630493164062)]","[(0, 698.036376953125), (1, 500.7105712890625)]","[(0, 781.6119384765625), (1, 479.3056335449219)]","[(0, 890.116455078125), (1, 319.56634521484375)]","[(0, 1431.3408203125), (1, 1694.9031982421875)]","[(0, 1851.3099365234375), (1, 722.5241088867188)]","[(0, 1513.0347900390625), (1, 517.7288208007812)]","[(0, 5057.46044921875), (1, 3037.092041015625)]","[(0, 2384.187744140625), (1, 2721.02490234375)]","[(0, 1057.5718994140625), (1, 636.437255859375)]","[(0, 2304.286865234375), (1, 2476.96728515625)]","[(0, 806.0784912109375), (1, 920.7860717773438)]","[(0, 1374.6429443359375), (1, 1055.3511962890625)]","[(0, 498.54876708984375), (1, 365.42779541015625)]","[(0, 1065.0875244140625), (1, 893.8465576171875)]","[(0, 772.7479858398438), (1, 582.6874389648438)]","[(0, 2509.45947265625), (1, 1484.01123046875)]","[(0, 1473.902099609375), (1, 4436.4794921875)]","[(0, 424.5268859863281), (1, 346.0865173339844)]","[(0, 1503.865478515625), (1, 923.223876953125)]","[(0, 296.8768615722656), (1, 404.64892578125)]"
6,"[(0, 447.9256286621094), (1, 462.8524169921875)]","[(0, 692.7425537109375), (1, 857.9163818359375)]","[(0, 642.8018798828125), (1, 755.2828979492188)]","[(0, 347.7153625488281), (1, 233.70523071289062)]","[(0, 165.42478942871094), (1, 205.97042846679688)]","[(0, 415.6374206542969), (1, 176.80136108398438)]","[(0, 1531.1590576171875), (1, 1412.6376953125)]","[(0, 1387.8277587890625), (1, 770.4207763671875)]","[(0, 1322.7158203125), (1, 532.9525756835938)]","[(0, 2527.728271484375), (1, 2799.09716796875)]","[(0, 1589.3204345703125), (1, 1681.385498046875)]","[(0, 3382.96484375), (1, 2210.183837890625)]","[(0, 1129.6295166015625), (1, 1968.9884033203125)]","[(0, 1725.9776611328125), (1, 1804.377685546875)]","[(0, 2301.789794921875), (1, 759.347900390625)]","[(0, 3007.12158203125), (1, 2592.58740234375)]","[(0, 1944.61669921875), (1, 2373.77734375)]","[(0, 996.9657592773438), (1, 913.921142578125)]","[(0, 359.25201416015625), (1, 341.38427734375)]","[(0, 1662.127197265625), (1, 1597.9833984375)]","[(0, 973.6514282226562), (1, 973.7647705078125)]","[(0, 1360.7823486328125), (1, 969.7783203125)]","[(0, 888.5287475585938), (1, 777.0181274414062)]"
7,"[(0, 1023.1732177734375), (1, 597.201904296875)]","[(0, 572.3660278320312), (1, 662.7965698242188)]","[(0, 575.3541259765625), (1, 678.3470458984375)]","[(0, 904.9411010742188), (1, 1312.9224853515625)]","[(0, 130.31536865234375), (1, 192.18630981445312)]","[(0, 328.0531921386719), (1, 94.76586151123047)]","[(0, 932.75927734375), (1, 1059.728271484375)]","[(0, 1194.3623046875), (1, 215.4615020751953)]","[(0, 1686.4810791015625), (1, 637.224365234375)]","[(0, 2339.876708984375), (1, 2372.79052734375)]","[(0, 2322.8369140625), (1, 2614.29345703125)]","[(0, 988.1763305664062), (1, 398.0570068359375)]","[(0, 1225.5950927734375), (1, 1884.627197265625)]","[(0, 2304.861572265625), (1, 2646.593505859375)]","[(0, 1738.384521484375), (1, 628.9199829101562)]","[(0, 2527.14501953125), (1, 2842.24951171875)]","[(0, 1129.2633056640625), (1, 1349.0787353515625)]","[(0, 575.0919189453125), (1, 871.689208984375)]","[(0, 284.95965576171875), (1, 222.92855834960938)]","[(0, 2274.06201171875), (1, 3301.40771484375)]","[(0, 652.8582153320312), (1, 597.8145141601562)]","[(0, 1132.391845703125), (1, 724.7576293945312)]","[(0, 1545.0648193359375), (1, 3424.935302734375)]"
8,"[(0, 278.5047302246094), (1, 388.30682373046875)]","[(0, 1324.001220703125), (1, 1049.4593505859375)]","[(0, 978.8447265625), (1, 723.3359375)]","[(0, 360.9336853027344), (1, 529.9298706054688)]","[(0, 194.56593322753906), (1, 286.94287109375)]","[(0, 361.1952209472656), (1, 100.80339813232422)]","[(0, 951.8096313476562), (1, 903.6949462890625)]","[(0, 1628.3682861328125), (1, 655.7769775390625)]","[(0, 958.1044921875), (1, 551.2564086914062)]","[(0, 417.2196044921875), (1, 457.9934387207031)]","[(0, 621.5712280273438), (1, 671.58154296875)]","[(0, 1649.0863037109375), (1, 907.1968994140625)]","[(0, 5621.69189453125), (1, 6539.5)]","[(0, 857.054443359375), (1, 839.8933715820312)]","[(0, 2182.40625), (1, 1635.9603271484375)]","[(0, 4566.40771484375), (1, 3245.323974609375)]","[(0, 1271.945068359375), (1, 1319.87744140625)]","[(0, 460.9411315917969), (1, 418.5738220214844)]","[(0, 963.7404174804688), (1, 1227.690185546875)]","[(0, 622.5574951171875), (1, 892.8003540039062)]","[(0, 926.1688232421875), (1, 809.8193359375)]","[(0, 862.4473876953125), (1, 593.9371948242188)]","[(0, 418.1271667480469), (1, 618.1641235351562)]"
9,"[(0, 1066.532470703125), (1, 1246.6405029296875)]","[(0, 1136.8504638671875), (1, 857.4452514648438)]","[(0, 1317.413818359375), (1, 1011.3801879882812)]","[(0, 450.6560363769531), (1, 634.7022705078125)]","[(0, 1186.1180419921875), (1, 1706.7684326171875)]","[(0, 415.81622314453125), (1, 165.9313507080078)]","[(0, 837.3988037109375), (1, 932.0670776367188)]","[(0, 1652.33544921875), (1, 939.4754028320312)]","[(0, 852.7183227539062), (1, 648.014892578125)]","[(0, 1910.452880859375), (1, 1967.36572265625)]","[(0, 564.5242309570312), (1, 588.9814453125)]","[(0, 1052.599609375), (1, 400.90570068359375)]","[(0, 6636.49853515625), (1, 7711.5888671875)]","[(0, 1089.6458740234375), (1, 1071.847900390625)]","[(0, 2664.250732421875), (1, 1931.3079833984375)]","[(0, 2225.700927734375), (1, 2242.78173828125)]","[(0, 664.084716796875), (1, 652.8644409179688)]","[(0, 913.9908447265625), (1, 830.3391723632812)]","[(0, 1544.6846923828125), (1, 931.350830078125)]","[(0, 457.36798095703125), (1, 673.8607177734375)]","[(0, 491.4400939941406), (1, 370.822265625)]","[(0, 946.9033813476562), (1, 650.669921875)]","[(0, 1267.8021240234375), (1, 1077.908203125)]"
