,best
agreement_determiner_noun-across_1_adjective,0.5
agreement_determiner_noun-between_neighbors,0.502
agreement_subject_verb-across_prepositional_phrase,0.5065
agreement_subject_verb-across_relative_clause,0.4995
agreement_subject_verb-in_question_with_aux,0.4965
agreement_subject_verb-in_simple_question,0.495
anaphor_agreement-pronoun_gender,0.548
argument_structure-dropped_argument,0.748
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.4995
binding-principle_a,0.465
case-subjective_pronoun,1.0
ellipsis-n_bar,0.414
filler-gap-wh_question_object,0.409
filler-gap-wh_question_subject,1.0
irregular-verb,0.468
island-effects-adjunct_island,0.544
island-effects-coordinate_structure_constraint,0.068
local_attractor-in_question_with_aux,0.8405
npi_licensing-matrix_question,0.509
npi_licensing-only_npi_licensor,0.5755
quantifiers-existential_there,0.685
quantifiers-superlative,0.509
