,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 351.5226745605469), (1, 309.0240173339844)]","[(0, 911.7017822265625), (1, 703.0741577148438)]","[(0, 487.56866455078125), (1, 389.58837890625)]","[(0, 665.0014038085938), (1, 556.554443359375)]","[(0, 219.63462829589844), (1, 173.11480712890625)]","[(0, 215.93092346191406), (1, 77.27320098876953)]","[(0, 4395.34326171875), (1, 3647.316650390625)]","[(0, 1354.4608154296875), (1, 412.9306640625)]","[(0, 2995.1005859375), (1, 1521.2529296875)]","[(0, 15027.8798828125), (1, 10208.443359375)]","[(0, 2829.728515625), (1, 4083.476318359375)]","[(0, 2896.55322265625), (1, 1129.5062255859375)]","[(0, 4017.641845703125), (1, 6055.7939453125)]","[(0, 1245.4017333984375), (1, 1114.3233642578125)]","[(0, 1695.1053466796875), (1, 1102.335205078125)]","[(0, 1840.9620361328125), (1, 1643.0770263671875)]","[(0, 808.8997192382812), (1, 642.449462890625)]","[(0, 875.2323608398438), (1, 698.6204223632812)]","[(0, 407.6707763671875), (1, 400.7812805175781)]","[(0, 628.2413940429688), (1, 417.2038879394531)]","[(0, 5761.57470703125), (1, 6577.9169921875)]","[(0, 940.613037109375), (1, 914.1491088867188)]","[(0, 1134.0706787109375), (1, 1096.9161376953125)]"
1,"[(0, 872.4950561523438), (1, 818.4628295898438)]","[(0, 853.1099853515625), (1, 714.4998779296875)]","[(0, 497.62103271484375), (1, 406.0926513671875)]","[(0, 429.8640441894531), (1, 368.7423095703125)]","[(0, 181.10096740722656), (1, 132.30979919433594)]","[(0, 234.8387451171875), (1, 79.00495910644531)]","[(0, 959.3397216796875), (1, 1214.22119140625)]","[(0, 822.7588500976562), (1, 388.7779846191406)]","[(0, 1265.100830078125), (1, 579.7525024414062)]","[(0, 4877.080078125), (1, 5621.02734375)]","[(0, 5022.1103515625), (1, 6462.57861328125)]","[(0, 2254.347412109375), (1, 767.8422241210938)]","[(0, 3567.657958984375), (1, 5105.158203125)]","[(0, 945.7545776367188), (1, 1008.2603759765625)]","[(0, 2471.632080078125), (1, 1478.337890625)]","[(0, 1325.378173828125), (1, 1505.395751953125)]","[(0, 512.8909301757812), (1, 437.9598083496094)]","[(0, 785.0808715820312), (1, 818.7727661132812)]","[(0, 1222.0830078125), (1, 907.8827514648438)]","[(0, 464.00018310546875), (1, 442.5095520019531)]","[(0, 1675.7705078125), (1, 1697.18310546875)]","[(0, 1025.6614990234375), (1, 944.131103515625)]","[(0, 2707.423828125), (1, 2876.647216796875)]"
2,"[(0, 704.4171142578125), (1, 587.5101928710938)]","[(0, 967.8727416992188), (1, 661.244384765625)]","[(0, 444.32562255859375), (1, 344.42095947265625)]","[(0, 435.7984924316406), (1, 374.16876220703125)]","[(0, 295.483642578125), (1, 248.230224609375)]","[(0, 284.33746337890625), (1, 118.59371185302734)]","[(0, 1510.13232421875), (1, 1189.408203125)]","[(0, 805.1304321289062), (1, 654.3526000976562)]","[(0, 2452.1591796875), (1, 1109.6102294921875)]","[(0, 10938.88671875), (1, 12152.3662109375)]","[(0, 3150.429443359375), (1, 2784.08349609375)]","[(0, 1309.5106201171875), (1, 827.0565795898438)]","[(0, 4387.18505859375), (1, 5452.64013671875)]","[(0, 867.566162109375), (1, 817.46044921875)]","[(0, 2714.512939453125), (1, 1567.9456787109375)]","[(0, 2855.02587890625), (1, 1876.01611328125)]","[(0, 1650.39453125), (1, 2040.9000244140625)]","[(0, 680.0042114257812), (1, 577.7786865234375)]","[(0, 764.2197875976562), (1, 781.840087890625)]","[(0, 1506.7789306640625), (1, 995.6470336914062)]","[(0, 2775.941650390625), (1, 2840.373046875)]","[(0, 1119.7030029296875), (1, 980.8112182617188)]","[(0, 1142.8656005859375), (1, 1500.737060546875)]"
3,"[(0, 1191.5810546875), (1, 1093.1497802734375)]","[(0, 849.5048828125), (1, 623.6648559570312)]","[(0, 447.0130310058594), (1, 352.52325439453125)]","[(0, 539.6708374023438), (1, 478.6391906738281)]","[(0, 969.814453125), (1, 791.1572265625)]","[(0, 825.9703369140625), (1, 288.32745361328125)]","[(0, 907.6546020507812), (1, 971.5482788085938)]","[(0, 2339.79541015625), (1, 1174.9385986328125)]","[(0, 2442.75048828125), (1, 930.5656127929688)]","[(0, 6545.9384765625), (1, 6995.85498046875)]","[(0, 4510.0283203125), (1, 4690.5771484375)]","[(0, 1554.131103515625), (1, 1155.613037109375)]","[(0, 4061.23828125), (1, 5183.28857421875)]","[(0, 1085.46240234375), (1, 928.0760498046875)]","[(0, 3451.181884765625), (1, 1748.9613037109375)]","[(0, 1547.9547119140625), (1, 2173.1455078125)]","[(0, 1133.2177734375), (1, 1445.822998046875)]","[(0, 748.4096069335938), (1, 773.8283081054688)]","[(0, 473.41943359375), (1, 323.2614440917969)]","[(0, 1624.330322265625), (1, 3546.645751953125)]","[(0, 1501.4571533203125), (1, 1504.2039794921875)]","[(0, 1743.278564453125), (1, 1433.114501953125)]","[(0, 1078.908447265625), (1, 1735.9764404296875)]"
4,"[(0, 363.9597473144531), (1, 334.93109130859375)]","[(0, 1172.5577392578125), (1, 1493.2611083984375)]","[(0, 453.160888671875), (1, 593.9564208984375)]","[(0, 612.8705444335938), (1, 540.7828979492188)]","[(0, 1050.3690185546875), (1, 799.6548461914062)]","[(0, 261.0713195800781), (1, 132.35446166992188)]","[(0, 4034.963134765625), (1, 3338.116455078125)]","[(0, 1165.42822265625), (1, 812.4219360351562)]","[(0, 1726.236083984375), (1, 611.8348388671875)]","[(0, 2778.702880859375), (1, 2142.963134765625)]","[(0, 3345.695556640625), (1, 3554.579345703125)]","[(0, 3335.157470703125), (1, 1069.44384765625)]","[(0, 3307.726318359375), (1, 3441.427001953125)]","[(0, 1072.0948486328125), (1, 1330.5897216796875)]","[(0, 2713.671630859375), (1, 1901.81640625)]","[(0, 1845.1741943359375), (1, 1112.6466064453125)]","[(0, 1366.507080078125), (1, 2025.9041748046875)]","[(0, 465.0696105957031), (1, 530.325439453125)]","[(0, 509.5566101074219), (1, 491.2247619628906)]","[(0, 1560.7503662109375), (1, 1014.4012451171875)]","[(0, 614.1513061523438), (1, 639.3152465820312)]","[(0, 1254.0113525390625), (1, 882.437255859375)]","[(0, 1675.4517822265625), (1, 3779.884521484375)]"
5,"[(0, 762.0670166015625), (1, 772.6263427734375)]","[(0, 1093.8104248046875), (1, 1288.8974609375)]","[(0, 438.1103820800781), (1, 564.8651123046875)]","[(0, 617.6373291015625), (1, 552.62158203125)]","[(0, 886.1563110351562), (1, 687.6820678710938)]","[(0, 336.6318054199219), (1, 148.93087768554688)]","[(0, 984.820068359375), (1, 1264.171630859375)]","[(0, 1141.034423828125), (1, 600.3740844726562)]","[(0, 2161.232421875), (1, 1110.693359375)]","[(0, 6211.51708984375), (1, 3870.57373046875)]","[(0, 4385.6123046875), (1, 4553.58349609375)]","[(0, 1597.895751953125), (1, 1011.4356689453125)]","[(0, 2497.5576171875), (1, 3119.700439453125)]","[(0, 2105.68310546875), (1, 1943.769287109375)]","[(0, 2045.3006591796875), (1, 1513.4871826171875)]","[(0, 1052.505859375), (1, 1269.16064453125)]","[(0, 1068.5059814453125), (1, 1497.461669921875)]","[(0, 650.8561401367188), (1, 591.9428100585938)]","[(0, 1371.9522705078125), (1, 1039.3482666015625)]","[(0, 1555.5428466796875), (1, 2100.6787109375)]","[(0, 418.9202575683594), (1, 417.16290283203125)]","[(0, 1490.1612548828125), (1, 1046.61474609375)]","[(0, 619.0711669921875), (1, 659.7782592773438)]"
6,"[(0, 606.8202514648438), (1, 542.44140625)]","[(0, 948.5624389648438), (1, 1173.98095703125)]","[(0, 457.2539367675781), (1, 591.497802734375)]","[(0, 289.2908935546875), (1, 257.0331115722656)]","[(0, 162.92373657226562), (1, 207.6529998779297)]","[(0, 268.6908874511719), (1, 118.97699737548828)]","[(0, 3807.438232421875), (1, 2713.394775390625)]","[(0, 2209.332275390625), (1, 951.2728881835938)]","[(0, 1913.4342041015625), (1, 736.49365234375)]","[(0, 7588.4052734375), (1, 9188.9091796875)]","[(0, 2669.23291015625), (1, 2973.0341796875)]","[(0, 2441.013427734375), (1, 1819.4161376953125)]","[(0, 2081.716796875), (1, 2360.12646484375)]","[(0, 1826.5736083984375), (1, 2325.408203125)]","[(0, 3464.702392578125), (1, 2053.02587890625)]","[(0, 2898.585693359375), (1, 2618.898681640625)]","[(0, 1524.8580322265625), (1, 1287.5760498046875)]","[(0, 639.001953125), (1, 618.8123168945312)]","[(0, 362.4583435058594), (1, 294.5036315917969)]","[(0, 2512.434814453125), (1, 928.7688598632812)]","[(0, 1998.6796875), (1, 2089.472900390625)]","[(0, 1201.318603515625), (1, 981.6132202148438)]","[(0, 1295.9383544921875), (1, 1370.3980712890625)]"
7,"[(0, 1083.8193359375), (1, 1039.7840576171875)]","[(0, 930.7501831054688), (1, 1049.777587890625)]","[(0, 455.9425964355469), (1, 582.8753051757812)]","[(0, 587.1914672851562), (1, 674.9013061523438)]","[(0, 108.76529693603516), (1, 147.6820831298828)]","[(0, 294.7314758300781), (1, 100.6145248413086)]","[(0, 995.5017700195312), (1, 1310.246337890625)]","[(0, 1203.736083984375), (1, 240.36077880859375)]","[(0, 2028.792724609375), (1, 1110.4395751953125)]","[(0, 3864.14892578125), (1, 3329.087890625)]","[(0, 3056.904052734375), (1, 3229.861328125)]","[(0, 2087.3388671875), (1, 808.2214965820312)]","[(0, 1641.1429443359375), (1, 1867.051025390625)]","[(0, 3467.5849609375), (1, 3407.06982421875)]","[(0, 2930.701171875), (1, 1735.355712890625)]","[(0, 2234.50146484375), (1, 2240.434326171875)]","[(0, 1008.8043212890625), (1, 865.248046875)]","[(0, 542.4763793945312), (1, 860.8910522460938)]","[(0, 324.4281005859375), (1, 258.4083557128906)]","[(0, 2983.981689453125), (1, 2807.7060546875)]","[(0, 1281.3924560546875), (1, 1203.4583740234375)]","[(0, 1107.5460205078125), (1, 864.8408813476562)]","[(0, 1895.20068359375), (1, 4404.40673828125)]"
8,"[(0, 453.82623291015625), (1, 486.9501953125)]","[(0, 1128.34765625), (1, 1129.7125244140625)]","[(0, 615.59912109375), (1, 502.80694580078125)]","[(0, 370.29656982421875), (1, 411.8567810058594)]","[(0, 217.4246063232422), (1, 256.6917419433594)]","[(0, 308.61932373046875), (1, 100.27498626708984)]","[(0, 1068.9580078125), (1, 923.798583984375)]","[(0, 1059.880859375), (1, 602.4592895507812)]","[(0, 1487.6934814453125), (1, 548.863525390625)]","[(0, 647.4605102539062), (1, 655.0928344726562)]","[(0, 1593.516845703125), (1, 1630.5936279296875)]","[(0, 1627.2684326171875), (1, 948.669189453125)]","[(0, 6850.265625), (1, 8038.69873046875)]","[(0, 1023.7437133789062), (1, 1348.025390625)]","[(0, 2671.007568359375), (1, 1416.9248046875)]","[(0, 5016.03173828125), (1, 3722.553466796875)]","[(0, 928.0087280273438), (1, 887.8189697265625)]","[(0, 444.71136474609375), (1, 445.9889221191406)]","[(0, 604.6021118164062), (1, 519.419189453125)]","[(0, 1019.8327026367188), (1, 807.1866455078125)]","[(0, 1942.0155029296875), (1, 1954.913330078125)]","[(0, 805.7338256835938), (1, 927.2860107421875)]","[(0, 783.5310668945312), (1, 1077.6619873046875)]"
9,"[(0, 1201.229248046875), (1, 1194.4505615234375)]","[(0, 1181.402587890625), (1, 1155.1497802734375)]","[(0, 729.7081909179688), (1, 593.6447143554688)]","[(0, 374.97088623046875), (1, 420.08526611328125)]","[(0, 668.9058837890625), (1, 822.1334228515625)]","[(0, 362.9090270996094), (1, 150.41909790039062)]","[(0, 885.1499633789062), (1, 966.7238159179688)]","[(0, 2408.310302734375), (1, 805.26171875)]","[(0, 1233.9705810546875), (1, 600.721435546875)]","[(0, 2266.15234375), (1, 3035.609619140625)]","[(0, 1237.275390625), (1, 1310.1563720703125)]","[(0, 1163.8739013671875), (1, 696.3684692382812)]","[(0, 6804.96044921875), (1, 8468.619140625)]","[(0, 1795.14453125), (1, 1923.4501953125)]","[(0, 3026.896728515625), (1, 1518.9456787109375)]","[(0, 2506.1708984375), (1, 3051.498046875)]","[(0, 700.7232666015625), (1, 657.0465087890625)]","[(0, 681.0916748046875), (1, 800.559814453125)]","[(0, 1013.479736328125), (1, 537.1809692382812)]","[(0, 1014.2169799804688), (1, 1259.5523681640625)]","[(0, 858.9478759765625), (1, 841.5084838867188)]","[(0, 631.0167236328125), (1, 728.5462646484375)]","[(0, 1865.1182861328125), (1, 2006.7979736328125)]"
