,best
agreement_determiner_noun-across_1_adjective,0.506
agreement_determiner_noun-between_neighbors,0.49
agreement_subject_verb-across_prepositional_phrase,0.5105
agreement_subject_verb-across_relative_clause,0.499
agreement_subject_verb-in_question_with_aux,0.506
agreement_subject_verb-in_simple_question,0.493
anaphor_agreement-pronoun_gender,0.5115
argument_structure-dropped_argument,0.7185
argument_structure-swapped_arguments,0.997
argument_structure-transitive,0.494
binding-principle_a,0.546
case-subjective_pronoun,0.993
ellipsis-n_bar,0.3565
filler-gap-wh_question_object,0.066
filler-gap-wh_question_subject,0.992
irregular-verb,0.4675
island-effects-adjunct_island,0.685
island-effects-coordinate_structure_constraint,0.032
local_attractor-in_question_with_aux,0.853
npi_licensing-matrix_question,0.735
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.615
quantifiers-superlative,0.4025
