,best
agreement_determiner_noun-across_1_adjective,0.4995
agreement_determiner_noun-between_neighbors,0.501
agreement_subject_verb-across_prepositional_phrase,0.5045
agreement_subject_verb-across_relative_clause,0.5005
agreement_subject_verb-in_question_with_aux,0.4965
agreement_subject_verb-in_simple_question,0.496
anaphor_agreement-pronoun_gender,0.5475
argument_structure-dropped_argument,0.7485
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5
binding-principle_a,0.4695
case-subjective_pronoun,1.0
ellipsis-n_bar,0.4095
filler-gap-wh_question_object,0.4065
filler-gap-wh_question_subject,1.0
irregular-verb,0.464
island-effects-adjunct_island,0.542
island-effects-coordinate_structure_constraint,0.0715
local_attractor-in_question_with_aux,0.8415
npi_licensing-matrix_question,0.5105
npi_licensing-only_npi_licensor,0.5735
quantifiers-existential_there,0.684
quantifiers-superlative,0.509
