,best
agreement_determiner_noun-across_1_adjective,0.529
agreement_determiner_noun-between_neighbors,0.564
agreement_subject_verb-across_prepositional_phrase,0.513
agreement_subject_verb-across_relative_clause,0.507
agreement_subject_verb-in_question_with_aux,0.501
agreement_subject_verb-in_simple_question,0.515
anaphor_agreement-pronoun_gender,0.527
argument_structure-dropped_argument,0.7635
argument_structure-swapped_arguments,0.9955
argument_structure-transitive,0.6775
binding-principle_a,0.4335
case-subjective_pronoun,0.9975
ellipsis-n_bar,0.309
filler-gap-wh_question_object,0.4625
filler-gap-wh_question_subject,0.9935
irregular-verb,0.683
island-effects-adjunct_island,0.4505
island-effects-coordinate_structure_constraint,0.796
local_attractor-in_question_with_aux,0.589
npi_licensing-matrix_question,0.3335
npi_licensing-only_npi_licensor,0.73
quantifiers-existential_there,0.8235
quantifiers-superlative,0.214
