,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 233.7883758544922), (1, 172.46990966796875)]","[(0, 599.9494018554688), (1, 335.5166015625)]","[(0, 587.5513916015625), (1, 429.28106689453125)]","[(0, 698.2510986328125), (1, 655.462158203125)]","[(0, 86.7923583984375), (1, 73.09858703613281)]","[(0, 270.1241760253906), (1, 117.77346801757812)]","[(0, 3501.109619140625), (1, 2771.909912109375)]","[(0, 938.0863647460938), (1, 228.7306671142578)]","[(0, 2618.41796875), (1, 1247.3052978515625)]","[(0, 17595.396484375), (1, 6389.92529296875)]","[(0, 2535.055419921875), (1, 3506.99462890625)]","[(0, 1846.09130859375), (1, 825.7648315429688)]","[(0, 4130.1455078125), (1, 5779.107421875)]","[(0, 1239.9869384765625), (1, 893.2074584960938)]","[(0, 1700.3656005859375), (1, 1000.6979370117188)]","[(0, 802.326171875), (1, 681.6124267578125)]","[(0, 1014.6102294921875), (1, 628.7271728515625)]","[(0, 879.236328125), (1, 696.2462158203125)]","[(0, 520.8502807617188), (1, 525.4069213867188)]","[(0, 744.0584716796875), (1, 529.6380615234375)]","[(0, 3100.31787109375), (1, 2400.25537109375)]","[(0, 579.322509765625), (1, 429.6596984863281)]","[(0, 458.1880798339844), (1, 494.79522705078125)]"
1,"[(0, 413.6085205078125), (1, 265.8934020996094)]","[(0, 572.409912109375), (1, 329.2923583984375)]","[(0, 580.7119750976562), (1, 455.6463623046875)]","[(0, 399.0950927734375), (1, 388.3090515136719)]","[(0, 125.09136199951172), (1, 97.07512664794922)]","[(0, 263.02996826171875), (1, 108.56290435791016)]","[(0, 932.0839233398438), (1, 973.7610473632812)]","[(0, 1094.498046875), (1, 286.1233825683594)]","[(0, 982.152587890625), (1, 466.6038818359375)]","[(0, 4637.2080078125), (1, 5782.712890625)]","[(0, 4452.71337890625), (1, 5936.24072265625)]","[(0, 2575.525390625), (1, 948.107421875)]","[(0, 2807.83056640625), (1, 3881.3447265625)]","[(0, 1161.0684814453125), (1, 1013.4961547851562)]","[(0, 2316.40185546875), (1, 1371.2138671875)]","[(0, 631.8658447265625), (1, 628.532958984375)]","[(0, 674.1184692382812), (1, 444.1396179199219)]","[(0, 709.6173706054688), (1, 753.6898803710938)]","[(0, 2382.751953125), (1, 1954.9124755859375)]","[(0, 517.08984375), (1, 529.5496826171875)]","[(0, 1621.459228515625), (1, 1084.6976318359375)]","[(0, 764.20703125), (1, 621.2286987304688)]","[(0, 2077.761962890625), (1, 2150.698974609375)]"
2,"[(0, 286.37628173828125), (1, 173.91131591796875)]","[(0, 672.7844848632812), (1, 337.2553405761719)]","[(0, 524.4755249023438), (1, 414.1759338378906)]","[(0, 436.1676940917969), (1, 448.4654846191406)]","[(0, 128.10850524902344), (1, 108.16281127929688)]","[(0, 160.8983612060547), (1, 87.42179107666016)]","[(0, 1054.1968994140625), (1, 954.6195068359375)]","[(0, 717.4660034179688), (1, 501.6083679199219)]","[(0, 1369.326171875), (1, 993.0927734375)]","[(0, 7711.66259765625), (1, 6886.39599609375)]","[(0, 3398.953125), (1, 2652.183837890625)]","[(0, 985.041259765625), (1, 479.98175048828125)]","[(0, 3078.6328125), (1, 3938.46875)]","[(0, 770.0689697265625), (1, 717.1721801757812)]","[(0, 2741.38818359375), (1, 1314.47216796875)]","[(0, 1783.293212890625), (1, 1304.83447265625)]","[(0, 2182.963134765625), (1, 2400.156982421875)]","[(0, 454.6666564941406), (1, 385.0609130859375)]","[(0, 792.2399291992188), (1, 702.627685546875)]","[(0, 1764.942626953125), (1, 1057.1790771484375)]","[(0, 2630.86669921875), (1, 1902.61279296875)]","[(0, 1304.0538330078125), (1, 949.4285278320312)]","[(0, 598.0003662109375), (1, 768.2780151367188)]"
3,"[(0, 1266.6177978515625), (1, 1081.1021728515625)]","[(0, 616.7532348632812), (1, 326.7801513671875)]","[(0, 498.8483581542969), (1, 425.3402099609375)]","[(0, 521.4963989257812), (1, 520.5557861328125)]","[(0, 931.7661743164062), (1, 771.0360717773438)]","[(0, 1860.4603271484375), (1, 882.0830078125)]","[(0, 543.6546020507812), (1, 565.2821655273438)]","[(0, 1137.494140625), (1, 650.5535888671875)]","[(0, 2011.0406494140625), (1, 588.6287841796875)]","[(0, 6505.69140625), (1, 6167.34716796875)]","[(0, 5034.828125), (1, 4657.66259765625)]","[(0, 1336.857177734375), (1, 906.7141723632812)]","[(0, 3588.92822265625), (1, 4487.0458984375)]","[(0, 711.6375732421875), (1, 694.3216552734375)]","[(0, 2601.5966796875), (1, 1560.029296875)]","[(0, 957.9779663085938), (1, 1149.5740966796875)]","[(0, 1584.635498046875), (1, 1790.59130859375)]","[(0, 544.4635009765625), (1, 617.8146362304688)]","[(0, 577.9484252929688), (1, 367.97930908203125)]","[(0, 1404.2620849609375), (1, 2992.930419921875)]","[(0, 1708.7552490234375), (1, 1212.4622802734375)]","[(0, 1621.0333251953125), (1, 1030.5408935546875)]","[(0, 1270.7005615234375), (1, 2144.7509765625)]"
4,"[(0, 228.55035400390625), (1, 173.0367431640625)]","[(0, 748.5941162109375), (1, 951.9580688476562)]","[(0, 530.8980102539062), (1, 718.6897583007812)]","[(0, 504.27252197265625), (1, 515.3609008789062)]","[(0, 615.023193359375), (1, 552.21484375)]","[(0, 226.1508331298828), (1, 125.45603942871094)]","[(0, 3051.524169921875), (1, 2856.74462890625)]","[(0, 1595.0859375), (1, 704.0131225585938)]","[(0, 1276.9798583984375), (1, 775.6063232421875)]","[(0, 3555.28125), (1, 3068.909423828125)]","[(0, 2046.7708740234375), (1, 2080.121337890625)]","[(0, 3121.53662109375), (1, 749.9865112304688)]","[(0, 2121.149169921875), (1, 2294.84912109375)]","[(0, 864.4920654296875), (1, 827.919921875)]","[(0, 2047.4259033203125), (1, 1223.51513671875)]","[(0, 785.1527709960938), (1, 436.130859375)]","[(0, 1312.30908203125), (1, 1395.714599609375)]","[(0, 482.43695068359375), (1, 495.7569274902344)]","[(0, 621.1937255859375), (1, 555.9390869140625)]","[(0, 2339.07568359375), (1, 1899.11328125)]","[(0, 726.6678466796875), (1, 516.4158935546875)]","[(0, 726.7545166015625), (1, 583.3811645507812)]","[(0, 1743.977783203125), (1, 3460.3701171875)]"
5,"[(0, 433.2241516113281), (1, 292.3719177246094)]","[(0, 770.8231811523438), (1, 941.8638916015625)]","[(0, 464.5877380371094), (1, 608.4405517578125)]","[(0, 560.8245849609375), (1, 587.5328979492188)]","[(0, 514.7470703125), (1, 438.13336181640625)]","[(0, 451.4516296386719), (1, 224.84901428222656)]","[(0, 1104.2237548828125), (1, 1281.991943359375)]","[(0, 1582.37109375), (1, 866.6792602539062)]","[(0, 2038.7698974609375), (1, 845.4391479492188)]","[(0, 7246.8271484375), (1, 4496.73193359375)]","[(0, 2530.550537109375), (1, 2274.33203125)]","[(0, 1120.1141357421875), (1, 657.549560546875)]","[(0, 1960.0863037109375), (1, 2177.162353515625)]","[(0, 1361.2373046875), (1, 1194.9769287109375)]","[(0, 1800.059326171875), (1, 1169.1102294921875)]","[(0, 564.8645629882812), (1, 491.9840393066406)]","[(0, 1089.5445556640625), (1, 986.9562377929688)]","[(0, 521.7595825195312), (1, 472.60968017578125)]","[(0, 3159.651611328125), (1, 1474.027099609375)]","[(0, 1880.0889892578125), (1, 4746.4072265625)]","[(0, 708.9868774414062), (1, 464.7437438964844)]","[(0, 1257.070068359375), (1, 959.29443359375)]","[(0, 405.47210693359375), (1, 512.7772216796875)]"
6,"[(0, 305.1951904296875), (1, 194.4484100341797)]","[(0, 714.2136840820312), (1, 853.2804565429688)]","[(0, 585.5814819335938), (1, 751.8943481445312)]","[(0, 292.919921875), (1, 294.0318603515625)]","[(0, 101.77835845947266), (1, 117.69487762451172)]","[(0, 234.1949462890625), (1, 135.33941650390625)]","[(0, 2274.8330078125), (1, 1976.8955078125)]","[(0, 2037.1751708984375), (1, 951.5582275390625)]","[(0, 1388.0634765625), (1, 676.7300415039062)]","[(0, 5254.93603515625), (1, 7275.974609375)]","[(0, 1664.68359375), (1, 1870.64501953125)]","[(0, 2484.91357421875), (1, 1496.74853515625)]","[(0, 1598.5601806640625), (1, 2215.78173828125)]","[(0, 1764.386474609375), (1, 1810.7747802734375)]","[(0, 2615.80859375), (1, 1318.164794921875)]","[(0, 2052.572509765625), (1, 1531.3116455078125)]","[(0, 1657.3675537109375), (1, 1351.2979736328125)]","[(0, 646.4899291992188), (1, 608.5542602539062)]","[(0, 624.6145629882812), (1, 545.0643310546875)]","[(0, 2980.67236328125), (1, 1755.5595703125)]","[(0, 1347.2645263671875), (1, 1165.3798828125)]","[(0, 1111.1759033203125), (1, 826.84716796875)]","[(0, 796.1268920898438), (1, 857.1340942382812)]"
7,"[(0, 1041.405029296875), (1, 950.5184326171875)]","[(0, 742.8556518554688), (1, 851.835205078125)]","[(0, 533.3399658203125), (1, 656.6161499023438)]","[(0, 787.8778076171875), (1, 798.318359375)]","[(0, 110.25895690917969), (1, 134.6658172607422)]","[(0, 313.8013916015625), (1, 131.05149841308594)]","[(0, 933.377685546875), (1, 1074.09033203125)]","[(0, 1117.6519775390625), (1, 267.40496826171875)]","[(0, 1744.4053955078125), (1, 745.04833984375)]","[(0, 3836.835693359375), (1, 2627.73486328125)]","[(0, 1907.15087890625), (1, 1745.8524169921875)]","[(0, 1202.239990234375), (1, 650.7322998046875)]","[(0, 1027.6226806640625), (1, 1305.69580078125)]","[(0, 2826.26416015625), (1, 2834.830810546875)]","[(0, 2550.59716796875), (1, 1315.0069580078125)]","[(0, 1764.456298828125), (1, 1688.1046142578125)]","[(0, 1261.96240234375), (1, 941.6129150390625)]","[(0, 437.0024719238281), (1, 706.451171875)]","[(0, 486.2519836425781), (1, 350.93646240234375)]","[(0, 5587.18603515625), (1, 5731.88134765625)]","[(0, 1068.5294189453125), (1, 840.9248657226562)]","[(0, 1113.931884765625), (1, 830.734375)]","[(0, 1955.8514404296875), (1, 3879.080078125)]"
8,"[(0, 232.56143188476562), (1, 231.2947235107422)]","[(0, 1018.671630859375), (1, 971.8485107421875)]","[(0, 729.6209106445312), (1, 657.9912109375)]","[(0, 441.8641357421875), (1, 423.3998107910156)]","[(0, 121.72965240478516), (1, 142.6652069091797)]","[(0, 354.0591125488281), (1, 137.3957977294922)]","[(0, 1187.9185791015625), (1, 1162.3453369140625)]","[(0, 1188.34521484375), (1, 705.229736328125)]","[(0, 1056.293701171875), (1, 556.76123046875)]","[(0, 711.1351928710938), (1, 615.09765625)]","[(0, 937.2703857421875), (1, 1053.7044677734375)]","[(0, 1671.45556640625), (1, 916.5711059570312)]","[(0, 4674.32275390625), (1, 5138.5595703125)]","[(0, 1197.099609375), (1, 1260.6170654296875)]","[(0, 3122.76904296875), (1, 1459.44140625)]","[(0, 3079.816162109375), (1, 1985.9686279296875)]","[(0, 744.4297485351562), (1, 672.5996704101562)]","[(0, 310.524169921875), (1, 259.3904113769531)]","[(0, 846.2994995117188), (1, 721.8485107421875)]","[(0, 1106.2845458984375), (1, 821.3645629882812)]","[(0, 1683.89599609375), (1, 1201.4962158203125)]","[(0, 739.6536865234375), (1, 632.9375610351562)]","[(0, 527.8570556640625), (1, 594.6224365234375)]"
9,"[(0, 387.40374755859375), (1, 423.8555603027344)]","[(0, 1076.21484375), (1, 1070.302001953125)]","[(0, 845.29443359375), (1, 764.521240234375)]","[(0, 520.7650756835938), (1, 474.9716796875)]","[(0, 887.875244140625), (1, 1069.916259765625)]","[(0, 240.12960815429688), (1, 122.77481079101562)]","[(0, 1097.4613037109375), (1, 1052.263427734375)]","[(0, 2105.354736328125), (1, 631.3800048828125)]","[(0, 1310.7750244140625), (1, 573.0577392578125)]","[(0, 2287.34814453125), (1, 2376.57470703125)]","[(0, 842.3138427734375), (1, 921.7081298828125)]","[(0, 1206.600830078125), (1, 635.9865112304688)]","[(0, 4648.01171875), (1, 5124.81201171875)]","[(0, 1747.123291015625), (1, 1993.881103515625)]","[(0, 3685.456298828125), (1, 1790.8175048828125)]","[(0, 1582.929443359375), (1, 1699.765869140625)]","[(0, 561.8076782226562), (1, 480.5666198730469)]","[(0, 524.8515625), (1, 602.2022094726562)]","[(0, 1345.3533935546875), (1, 899.2515258789062)]","[(0, 559.829833984375), (1, 1074.115478515625)]","[(0, 762.9563598632812), (1, 528.8017578125)]","[(0, 869.5956420898438), (1, 614.8012084960938)]","[(0, 1131.378662109375), (1, 1159.9224853515625)]"
