,best
agreement_determiner_noun-across_1_adjective,0.516
agreement_determiner_noun-between_neighbors,0.5065
agreement_subject_verb-across_prepositional_phrase,0.502
agreement_subject_verb-across_relative_clause,0.4985
agreement_subject_verb-in_question_with_aux,0.496
agreement_subject_verb-in_simple_question,0.497
anaphor_agreement-pronoun_gender,0.4885
argument_structure-dropped_argument,0.599
argument_structure-swapped_arguments,0.9245
argument_structure-transitive,0.483
binding-principle_a,0.6465
case-subjective_pronoun,0.929
ellipsis-n_bar,0.4945
filler-gap-wh_question_object,0.1815
filler-gap-wh_question_subject,1.0
irregular-verb,0.482
island-effects-adjunct_island,0.9085
island-effects-coordinate_structure_constraint,0.2495
local_attractor-in_question_with_aux,0.606
npi_licensing-matrix_question,0.7425
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.6545
quantifiers-superlative,0.6195
