,best
agreement_determiner_noun-across_1_adjective,0.509
agreement_determiner_noun-between_neighbors,0.529
agreement_subject_verb-across_prepositional_phrase,0.512
agreement_subject_verb-across_relative_clause,0.5235
agreement_subject_verb-in_question_with_aux,0.4975
agreement_subject_verb-in_simple_question,0.499
anaphor_agreement-pronoun_gender,0.523
argument_structure-dropped_argument,0.9085
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6235
binding-principle_a,0.379
case-subjective_pronoun,1.0
ellipsis-n_bar,0.169
filler-gap-wh_question_object,0.3715
filler-gap-wh_question_subject,0.756
irregular-verb,0.571
island-effects-adjunct_island,0.6345
island-effects-coordinate_structure_constraint,0.4595
local_attractor-in_question_with_aux,0.521
npi_licensing-matrix_question,0.175
npi_licensing-only_npi_licensor,0.2745
quantifiers-existential_there,0.7125
quantifiers-superlative,0.4875
