,best
agreement_determiner_noun-across_1_adjective,0.516
agreement_determiner_noun-between_neighbors,0.569
agreement_subject_verb-across_prepositional_phrase,0.5095
agreement_subject_verb-across_relative_clause,0.4935
agreement_subject_verb-in_question_with_aux,0.4975
agreement_subject_verb-in_simple_question,0.4995
anaphor_agreement-pronoun_gender,0.5215
argument_structure-dropped_argument,0.791
argument_structure-swapped_arguments,0.986
argument_structure-transitive,0.714
binding-principle_a,0.3035
case-subjective_pronoun,0.998
ellipsis-n_bar,0.318
filler-gap-wh_question_object,0.428
filler-gap-wh_question_subject,0.9275
irregular-verb,0.6765
island-effects-adjunct_island,0.623
island-effects-coordinate_structure_constraint,0.3025
local_attractor-in_question_with_aux,0.603
npi_licensing-matrix_question,0.4225
npi_licensing-only_npi_licensor,0.872
quantifiers-existential_there,0.6955
quantifiers-superlative,0.4365
